season,week,celebrity_name,judge_score,judge_percentage,prior_votes,prior_percentage,estimated_votes,vote_percentage,combined_score,min_votes,max_votes,margin_to_elim,prior_consistency,confidence,confidence_level,is_eliminated,consistency_check
8,8,Shawn Johnson,26.0,16.67,1452771,14.53,1692456,16.92,33.59,467948,10000000,10.17,83.5,42.5,Medium,False,True
8,8,Chuck Wicks,25.5,16.35,2023132,20.23,707075,7.07,23.42,0,339743,0.0,34.9,65.9,High,True,True
8,8,Lil' Kim,28.0,17.95,2157800,21.58,2513803,25.14,43.09,339743,10000000,19.67,83.5,49.5,Medium,False,True
8,8,Melissa Rycroft,23.0,14.74,1225155,12.25,1427286,14.27,29.02,660256,10000000,5.6,83.5,39.3,Medium,False,True
8,9,Gilles Marini,28.0,20.97,2068736,20.69,2542979,25.43,46.4,450187,10000000,17.1,77.1,47.7,Medium,False,True
8,9,Ty Murray,23.0,17.23,1809508,18.1,2224324,22.24,39.47,824719,10000000,10.17,77.1,42.8,Medium,False,True
8,9,Shawn Johnson,28.0,20.97,1793682,17.94,2204870,22.05,43.02,450187,10000000,13.72,77.1,45.2,Medium,False,True
8,9,Lil' Kim,26.0,19.48,2664154,26.64,982467,9.82,29.3,0,375280,0.0,36.9,74.6,High,True,True
8,9,Melissa Rycroft,28.5,21.35,1663917,16.64,2045358,20.45,41.8,412734,10000000,12.5,77.1,44.2,Medium,False,True
8,10,Gilles Marini,30.0,27.4,2820038,28.2,3408588,34.09,61.48,202054,10000000,30.62,79.1,54.3,Medium,False,True
8,10,Ty Murray,24.0,21.92,2466666,24.67,894440,8.94,30.86,0,1069634,0.0,36.3,80.0,High,True,True
8,10,Shawn Johnson,28.0,25.57,2445092,24.45,2955389,29.55,55.12,384703,10000000,24.26,79.1,54.4,Medium,False,True
8,10,Melissa Rycroft,27.5,25.11,2268201,22.68,2741581,27.42,52.53,430365,10000000,21.67,79.1,53.2,Medium,False,True
9,1,Ashley Hamiliton,18.9999,4.68,652049,6.52,204970,2.05,6.73,0,187500,0.0,31.4,53.2,Medium,True,True
9,1,Debi Mazar,22.0,5.42,655444,6.55,686792,6.87,12.29,113605,10000000,5.56,95.2,34.1,Low,False,True
9,1,Melissa Joan Hart,24.0,5.91,743079,7.43,778618,7.79,13.7,64344,10000000,6.97,95.2,35.1,Medium,False,True
9,1,Mark Dacascos,28.9998,7.14,645095,6.45,675947,6.76,13.9,0,10000000,7.17,95.2,35.2,Medium,False,True
9,1,Chuck Liddell,22.0,5.42,641229,6.41,671897,6.72,12.14,113605,10000000,5.41,95.2,34.0,Low,False,True
9,1,Natalie Coughlin,26.9998,6.65,647772,6.48,678753,6.79,13.44,0,10000000,6.71,95.2,34.8,Low,False,True
9,1,Louie Vito,26.9998,6.65,521196,5.21,546123,5.46,12.11,0,10000000,5.38,95.2,33.8,Low,False,True
9,1,Michael Irvin,19.0,4.68,583243,5.83,611138,6.11,10.79,187497,10000000,4.06,95.2,33.0,Low,False,True
9,1,Joanna Krupa,33.9999,8.37,691896,6.92,724987,7.25,15.62,0,10000000,8.89,95.2,36.5,Medium,False,True
9,1,Kathy Ireland,19.9999,4.93,540817,5.41,566683,5.67,10.59,162869,10000000,3.86,95.2,32.8,Low,False,True
9,1,Tom DeLay,19.9999,4.93,444256,4.44,465504,4.66,9.58,162869,10000000,2.85,95.2,32.1,Low,False,True
9,1,Macy Gray,18.9999,4.68,684773,6.85,717523,7.18,11.86,187500,10000000,5.13,95.2,33.8,Low,False,True
9,1,Aaron Carter,31.999899999999997,7.88,635435,6.35,665826,6.66,14.54,0,10000000,7.81,95.2,35.7,Medium,False,True
9,1,Mya,30.999899999999997,7.64,699485,6.99,732939,7.33,14.96,0,10000000,8.24,95.2,36.0,Medium,False,True
9,1,Donny Osmond,29.999899999999997,7.39,687834,6.88,720731,7.21,14.6,0,10000000,7.87,95.2,35.7,Medium,False,True
9,1,Kelly Osbourne,30.9998,7.64,526387,5.26,551563,5.52,13.15,0,10000000,6.42,95.2,34.6,Low,False,True
9,2,Debi Mazar,21.0,7.14,785531,7.86,822865,8.23,15.37,112244,10000000,7.21,95.2,35.3,Medium,False,True
9,2,Melissa Joan Hart,19.0,6.46,801504,8.02,839597,8.4,14.86,180272,10000000,6.7,95.2,35.0,Low,False,True
9,2,Mark Dacascos,21.0,7.14,695815,6.96,728885,7.29,14.43,112244,10000000,6.27,95.2,34.6,Low,False,True
9,2,Chuck Liddell,19.0,6.46,768495,7.68,805020,8.05,14.51,180272,10000000,6.35,95.2,34.7,Low,False,True
9,2,Natalie Coughlin,21.0,7.14,698703,6.99,731911,7.32,14.46,112244,10000000,6.3,95.2,34.6,Low,False,True
9,2,Louie Vito,19.0,6.46,562175,5.62,588894,5.89,12.35,180272,10000000,4.19,95.2,33.1,Low,False,True
9,2,Michael Irvin,20.0,6.8,768901,7.69,805445,8.05,14.86,146258,10000000,6.7,95.2,35.0,Low,False,True
9,2,Joanna Krupa,20.0,6.8,746296,7.46,781765,7.82,14.62,146258,10000000,6.46,95.2,34.8,Low,False,True
9,2,Kathy Ireland,18.0,6.12,648155,6.48,203688,2.04,8.16,0,214285,0.0,31.4,54.0,Medium,True,True
9,2,Tom DeLay,18.0,6.12,532429,5.32,557734,5.58,11.7,214285,10000000,3.54,95.2,32.7,Low,False,True
9,2,Aaron Carter,27.0,9.18,761551,7.62,797745,7.98,17.16,0,10000000,9.0,95.2,36.6,Medium,False,True
9,2,Mya,27.0,9.18,838314,8.38,878156,8.78,17.97,0,10000000,9.81,95.2,37.2,Medium,False,True
9,2,Donny Osmond,25.0,8.5,824350,8.24,863529,8.64,17.14,0,10000000,8.98,95.2,36.5,Medium,False,True
9,2,Kelly Osbourne,19.0,6.46,567774,5.68,594759,5.95,12.41,180272,10000000,4.25,95.2,33.2,Low,False,True
9,3,Debi Mazar,17.0,6.59,754154,7.54,238855,2.39,8.98,0,114490,0.0,31.7,52.9,Medium,True,True
9,3,Melissa Joan Hart,19.0,7.36,949986,9.5,1002932,10.03,17.39,153249,10000000,8.42,94.4,36.1,Medium,False,True
9,3,Mark Dacascos,18.0,6.98,742246,7.42,783614,7.84,14.81,192009,10000000,5.84,94.4,34.2,Low,False,True
9,3,Chuck Liddell,17.0,6.59,819776,8.2,865465,8.65,15.24,230769,10000000,6.27,94.4,34.5,Low,False,True
9,3,Natalie Coughlin,26.0,10.08,910955,9.11,961726,9.62,19.69,0,10000000,10.72,94.4,37.6,Medium,False,True
9,3,Louie Vito,20.0,7.75,666320,6.66,703456,7.03,14.79,114490,10000000,5.81,94.4,34.1,Low,False,True
9,3,Michael Irvin,14.0,5.43,671080,6.71,708481,7.08,12.51,347048,10000000,3.53,94.4,32.6,Low,False,True
9,3,Joanna Krupa,23.0,8.91,884550,8.85,933849,9.34,18.25,0,10000000,9.28,94.4,36.6,Medium,False,True
9,3,Tom DeLay,15.0,5.81,511161,5.11,539650,5.4,11.21,308288,10000000,2.23,94.4,31.6,Low,False,True
9,3,Aaron Carter,21.0,8.14,731132,7.31,771880,7.72,15.86,75730,10000000,6.88,94.4,34.8,Low,False,True
9,3,Mya,27.0,10.47,894253,8.94,944093,9.44,19.91,0,10000000,10.93,94.4,37.8,Medium,False,True
9,3,Donny Osmond,21.0,8.14,791422,7.91,835530,8.36,16.49,75730,10000000,7.52,94.4,35.3,Medium,False,True
9,3,Kelly Osbourne,20.0,7.75,672957,6.73,710463,7.1,14.86,114490,10000000,5.88,94.4,34.1,Low,False,True
9,4,Melissa Joan Hart,28.0,11.57,1159334,11.59,1238160,12.38,23.95,0,10000000,14.01,93.2,39.8,Medium,False,True
9,4,Mark Dacascos,22.0,9.09,914964,9.15,977175,9.77,18.86,66115,10000000,8.92,93.2,36.1,Medium,False,True
9,4,Chuck Liddell,17.0,7.02,909482,9.09,291396,2.91,9.94,0,231404,0.0,32.0,54.4,Medium,True,True
9,4,Natalie Coughlin,24.0,9.92,918762,9.19,981231,9.81,19.73,0,10000000,9.79,93.2,36.6,Medium,False,True
9,4,Louie Vito,16.0,6.61,665310,6.65,710546,7.11,13.72,314049,10000000,3.78,93.2,32.4,Low,False,True
9,4,Michael Irvin,16.0,6.61,827238,8.27,883484,8.83,15.45,314049,10000000,5.51,93.2,33.7,Low,False,True
9,4,Joanna Krupa,26.0,10.74,1079478,10.79,1152875,11.53,22.27,0,10000000,12.33,93.2,38.6,Medium,False,True
9,4,Aaron Carter,18.0,7.44,811137,8.11,866288,8.66,16.1,231404,10000000,6.16,93.2,34.1,Low,False,True
9,4,Mya,28.0,11.57,992109,9.92,1059565,10.6,22.17,0,10000000,12.23,93.2,38.5,Medium,False,True
9,4,Donny Osmond,24.0,9.92,975583,9.76,1041915,10.42,20.34,0,10000000,10.4,93.2,37.1,Medium,False,True
9,4,Kelly Osbourne,23.0,9.5,746597,7.47,797360,7.97,17.48,24793,10000000,7.54,93.2,35.0,Low,False,True
9,5,Melissa Joan Hart,23.0,9.5,1210566,12.11,1297714,12.98,22.48,258677,10000000,10.31,92.8,38.4,Medium,False,True
9,5,Mark Dacascos,26.0,10.74,1050937,10.51,1126594,11.27,22.01,134710,10000000,9.83,92.8,37.9,Medium,False,True
9,5,Natalie Coughlin,22.0,9.09,959363,9.59,308528,3.09,12.18,0,258677,0.0,32.2,58.9,High,True,True
9,5,Louie Vito,22.0,9.09,849091,8.49,910217,9.1,18.19,300000,10000000,6.02,92.8,35.2,Medium,False,True
9,5,Michael Irvin,21.0,8.68,950174,9.5,1018577,10.19,18.86,341322,10000000,6.69,92.8,35.7,Medium,False,True
9,5,Joanna Krupa,24.0,9.92,1024710,10.25,1098479,10.98,20.9,217355,10000000,8.73,92.8,37.1,Medium,False,True
9,5,Aaron Carter,24.0,9.92,941091,9.41,1008840,10.09,20.01,217355,10000000,7.83,92.8,36.5,Medium,False,True
9,5,Mya,27.0,11.16,1035951,10.36,1110529,11.11,22.26,93388,10000000,10.09,92.8,38.0,Medium,False,True
9,5,Donny Osmond,29.0,11.98,1120564,11.21,1201234,12.01,24.0,10743,10000000,11.82,92.8,39.3,Medium,False,True
9,5,Kelly Osbourne,24.0,9.92,857548,8.58,919283,9.19,19.11,217355,10000000,6.93,92.8,35.8,Medium,False,True
9,6,Melissa Joan Hart,23.9999,9.23,1295996,12.96,427589,4.28,13.51,0,256406,0.0,33.0,60.6,High,True,True
9,6,Mark Dacascos,32.0,12.31,1125103,11.25,1237355,12.37,24.68,25636,10000000,11.17,90.0,39.7,Medium,False,True
9,6,Louie Vito,24.0,9.23,909012,9.09,999705,10.0,19.23,333329,10000000,5.72,90.0,35.9,Medium,False,True
9,6,Michael Irvin,21.9998,8.46,1017228,10.17,1118718,11.19,19.65,410260,10000000,6.14,90.0,36.3,Medium,False,True
9,6,Joanna Krupa,35.9999,13.85,1206727,12.07,1327124,13.27,27.12,0,10000000,13.61,90.0,41.5,Medium,False,True
9,6,Aaron Carter,32.9998,12.69,1108255,11.08,1218827,12.19,24.88,0,10000000,11.37,90.0,39.8,Medium,False,True
9,6,Mya,33.0,12.69,1219964,12.2,1341682,13.42,26.11,0,10000000,12.6,90.0,40.8,Medium,False,True
9,6,Donny Osmond,30.999899999999997,11.92,1199643,12.0,1319333,13.19,25.12,64101,10000000,11.61,90.0,40.1,Medium,False,True
9,6,Kelly Osbourne,24.9998,9.62,918066,9.18,1009663,10.1,19.71,294875,10000000,6.21,90.0,36.2,Medium,False,True
9,7,Mark Dacascos,21.5,12.25,1368735,13.69,454131,4.54,16.79,0,542531,0.0,33.2,70.8,High,True,True
9,7,Michael Irvin,23.5,13.39,1361251,13.61,1505495,15.05,28.45,314611,10000000,11.65,89.4,43.4,Medium,False,True
9,7,Joanna Krupa,27.5,15.67,1614838,16.15,1785953,17.86,33.53,86691,10000000,16.74,89.4,47.0,Medium,False,True
9,7,Aaron Carter,26.5,15.1,1483063,14.83,1640214,16.4,31.5,143671,10000000,14.71,89.4,45.5,Medium,False,True
9,7,Mya,24.5,13.96,1484139,14.84,1641404,16.41,30.37,257631,10000000,13.58,89.4,44.8,Medium,False,True
9,7,Donny Osmond,26.0,14.81,1459417,14.59,1614063,16.14,30.96,172161,10000000,14.16,89.4,45.1,Medium,False,True
9,7,Kelly Osbourne,26.0,14.81,1228553,12.29,1358736,13.59,28.4,172161,10000000,11.61,89.4,43.2,Medium,False,True
9,8,Joanna Krupa,26.0,19.85,2056994,20.57,2370463,23.7,43.55,523664,10000000,17.94,84.8,50.3,Medium,False,True
9,8,Aaron Carter,25.0,19.08,1889137,18.89,653108,6.53,25.62,0,600000,0.0,34.6,77.5,High,True,True
9,8,Mya,29.5,22.52,2287514,22.88,2636112,26.36,48.88,256488,10000000,23.27,84.8,54.1,Medium,False,True
9,8,Donny Osmond,25.0,19.08,2044918,20.45,2356547,23.57,42.65,600000,10000000,17.03,84.8,49.7,Medium,False,True
9,8,Kelly Osbourne,25.5,19.47,1721435,17.21,1983768,19.84,39.3,561832,10000000,13.69,84.8,47.2,Medium,False,True
9,9,Joanna Krupa,27.0,25.31,2536098,25.36,925050,9.25,34.56,0,531242,0.0,36.5,83.1,High,True,True
9,9,Mya,28.9999,27.19,2820309,28.2,3429059,34.29,61.48,562508,10000000,26.92,78.4,54.4,Medium,False,True
9,9,Donny Osmond,24.666600000000003,23.13,2521209,25.21,3065400,30.65,53.78,968757,10000000,19.22,78.4,51.7,Medium,False,True
9,9,Kelly Osbourne,25.9998,24.37,2122382,21.22,2580488,25.8,50.18,843769,10000000,15.62,78.4,48.9,Medium,False,True
10,2,Aiden Turner,19.0,8.64,968512,9.69,1054280,10.54,19.18,318181,10000000,7.11,91.1,34.4,Low,False,True
10,2,Shannen Doherty,20.0,9.09,1162176,11.62,297384,2.97,12.06,0,0,0.0,25.6,48.9,Medium,True,True
10,2,Niecy Nash,21.0,9.55,963326,9.63,1048636,10.49,20.03,227272,10000000,7.97,91.1,35.0,Low,False,True
10,2,Buzz Aldrin,12.0,5.45,540979,5.41,671028,6.71,12.16,636363,10000000,0.1,76.0,25.6,Low,False,True
10,2,Chad Ochocinco,16.0,7.27,923218,9.23,1004975,10.05,17.32,454545,10000000,5.26,91.1,33.1,Low,False,True
10,2,Evan Lysacek,24.0,10.91,863335,8.63,939790,9.4,20.31,90909,10000000,8.24,91.1,35.0,Medium,False,True
10,2,Pamela Anderson,22.0,10.0,802744,8.03,873833,8.74,18.74,181818,10000000,6.67,91.1,34.0,Low,False,True
10,2,Nicole Scherzinger,28.0,12.73,1315757,13.16,1432277,14.32,27.05,0,10000000,14.99,91.1,40.0,Medium,False,True
10,2,Erin Andrews,23.0,10.45,839644,8.4,914001,9.14,19.59,136363,10000000,7.53,91.1,34.6,Low,False,True
10,2,Kate Gosselin,15.0,6.82,848859,8.49,924031,9.24,16.06,500000,10000000,3.99,91.1,32.2,Low,False,True
10,2,Jake Pavelka,20.0,9.09,771444,7.71,839761,8.4,17.49,272727,10000000,5.42,91.1,33.1,Low,False,True
10,3,Aiden Turner,20.0,9.85,1098746,10.99,1148068,11.48,21.33,0,10000000,13.01,95.5,40.8,Medium,False,True
10,3,Niecy Nash,21.0,10.34,1092864,10.93,1141922,11.42,21.76,0,10000000,13.44,95.5,41.2,Medium,False,True
10,3,Buzz Aldrin,13.0,6.4,613724,6.14,192382,1.92,8.33,0,398522,0.0,31.3,62.2,High,True,True
10,3,Chad Ochocinco,20.0,9.85,1152098,11.52,1203815,12.04,21.89,0,10000000,13.56,95.5,41.2,Medium,False,True
10,3,Evan Lysacek,26.0,12.81,979427,9.79,1023392,10.23,23.04,0,10000000,14.71,95.5,42.1,Medium,False,True
10,3,Pamela Anderson,21.0,10.34,827898,8.28,865062,8.65,19.0,0,10000000,10.67,95.5,39.1,Medium,False,True
10,3,Nicole Scherzinger,23.0,11.33,1356987,13.57,1417901,14.18,25.51,0,10000000,17.18,95.5,44.0,Medium,False,True
10,3,Erin Andrews,23.0,11.33,952550,9.53,995310,9.95,21.28,0,10000000,12.96,95.5,40.8,Medium,False,True
10,3,Kate Gosselin,15.0,7.39,963004,9.63,1006232,10.06,17.45,201477,10000000,9.12,95.5,38.1,Medium,False,True
10,3,Jake Pavelka,21.0,10.34,962697,9.63,1005912,10.06,20.4,0,10000000,12.08,95.5,40.1,Medium,False,True
10,4,Aiden Turner,16.5,8.89,1086661,10.87,352837,3.53,12.42,0,306379,0.0,32.5,63.5,High,True,True
10,4,Niecy Nash,18.0,9.7,1080843,10.81,1169827,11.7,21.4,252470,10000000,8.98,91.8,38.7,Medium,False,True
10,4,Chad Ochocinco,22.0,11.86,1253368,12.53,1356556,13.57,25.43,36837,10000000,13.0,91.8,41.5,Medium,False,True
10,4,Evan Lysacek,26.0,14.02,1065519,10.66,1153242,11.53,25.55,0,10000000,13.13,91.8,41.6,Medium,False,True
10,4,Pamela Anderson,23.5,12.67,990738,9.91,1072305,10.72,23.39,0,10000000,10.97,91.8,40.0,Medium,False,True
10,4,Nicole Scherzinger,25.0,13.48,1476267,14.76,1597807,15.98,29.46,0,10000000,17.03,91.8,44.5,Medium,False,True
10,4,Erin Andrews,19.5,10.51,942073,9.42,1019633,10.2,20.71,171608,10000000,8.29,91.8,38.1,Medium,False,True
10,4,Kate Gosselin,16.0,8.63,1152418,11.52,1247295,12.47,21.1,360287,10000000,8.68,91.8,38.6,Medium,False,True
10,4,Jake Pavelka,19.0,10.24,952108,9.52,1030494,10.3,20.55,198562,10000000,8.12,91.8,38.0,Medium,False,True
10,5,Niecy Nash,18.0,10.4,1208779,12.09,1316776,13.17,23.57,201589,10000000,11.07,91.1,41.7,Medium,False,True
10,5,Chad Ochocinco,18.0,10.4,1274296,12.74,1388147,13.88,24.29,201589,10000000,11.79,91.1,42.2,Medium,False,True
10,5,Evan Lysacek,27.0,15.61,1191641,11.92,1298107,12.98,28.59,0,10000000,16.09,91.1,45.2,Medium,False,True
10,5,Pamela Anderson,21.0,12.14,1007281,10.07,1097276,10.97,23.11,28179,10000000,10.61,91.1,41.2,Medium,False,True
10,5,Nicole Scherzinger,29.0,16.76,1816110,18.16,1978368,19.78,36.55,0,10000000,24.05,91.1,50.7,Medium,False,True
10,5,Erin Andrews,22.0,12.72,1158942,11.59,1262486,12.62,25.34,0,10000000,12.84,91.1,42.8,Medium,False,True
10,5,Kate Gosselin,15.0,8.67,1171660,11.72,382902,3.83,12.5,0,548410,0.0,32.7,67.3,High,True,True
10,5,Jake Pavelka,23.0,13.29,1171287,11.71,1275934,12.76,26.05,0,10000000,13.55,91.1,43.3,Medium,False,True
10,6,Niecy Nash,25.9998,12.44,1448843,14.49,1590980,15.91,28.35,380729,10000000,12.18,90.2,44.0,Medium,False,True
10,6,Chad Ochocinco,30.999899999999997,14.83,1527371,15.27,1677212,16.77,31.6,141489,10000000,15.44,90.2,46.3,Medium,False,True
10,6,Evan Lysacek,27.0,12.92,1298456,12.98,1425839,14.26,27.18,332872,10000000,11.01,90.2,43.1,Medium,False,True
10,6,Pamela Anderson,29.9998,14.35,1207327,12.07,1325771,13.26,27.61,189340,10000000,11.45,90.2,43.3,Medium,False,True
10,6,Nicole Scherzinger,35.9999,17.22,1978899,19.79,2173037,21.73,38.96,0,10000000,22.79,90.2,51.6,Medium,False,True
10,6,Erin Andrews,34.0,16.27,1262825,12.63,1386713,13.87,30.14,0,10000000,13.97,90.2,45.0,Medium,False,True
10,6,Jake Pavelka,24.999899999999997,11.96,1276276,12.76,420445,4.2,16.17,0,476413,0.0,32.9,70.3,High,True,True
10,7,Niecy Nash,24.5,15.76,1695778,16.96,1881933,18.82,34.57,564308,10000000,13.47,89.0,46.5,Medium,False,True
10,7,Chad Ochocinco,26.0,16.72,1787690,17.88,1983935,19.84,36.56,467845,10000000,15.46,89.0,47.9,Medium,False,True
10,7,Evan Lysacek,27.0,17.36,1519760,15.2,1686592,16.87,34.23,403536,10000000,13.13,89.0,46.1,Medium,False,True
10,7,Pamela Anderson,25.5,16.4,1413099,14.13,470467,4.7,21.1,0,435691,0.0,33.3,73.5,High,True,True
10,7,Nicole Scherzinger,27.0,17.36,2105614,21.06,2336759,23.37,40.73,403536,10000000,19.63,89.0,50.9,Medium,False,True
10,7,Erin Andrews,25.5,16.4,1478056,14.78,1640311,16.4,32.8,500000,10000000,11.7,89.0,45.1,Medium,False,True
10,8,Niecy Nash,21.5,17.0,1927577,19.28,668470,6.68,23.68,0,679051,0.0,34.7,80.3,High,True,True
10,8,Chad Ochocinco,22.5,17.79,2032053,20.32,2349005,23.49,41.28,520948,10000000,17.6,84.4,50.0,Medium,False,True
10,8,Evan Lysacek,26.5,20.95,1727498,17.27,1996947,19.97,40.92,204743,10000000,17.24,84.4,49.4,Medium,False,True
10,8,Nicole Scherzinger,29.5,23.32,2632776,26.33,3043427,30.43,53.75,0,10000000,30.07,84.4,53.8,Medium,False,True
10,8,Erin Andrews,26.5,20.95,1680094,16.8,1942149,19.42,40.37,204743,10000000,16.69,84.4,49.0,Medium,False,True
10,9,Chad Ochocinco,26.0,23.01,2517277,25.17,916717,9.17,32.18,0,926991,0.0,36.4,80.9,High,True,True
10,9,Evan Lysacek,29.5,26.11,2140000,21.4,2597747,25.98,52.08,440265,10000000,19.91,78.6,51.8,Medium,False,True
10,9,Nicole Scherzinger,29.5,26.11,3261445,32.61,3959071,39.59,65.7,440265,10000000,33.52,78.6,54.3,Medium,False,True
10,9,Erin Andrews,28.0,24.78,2081276,20.81,2526463,25.26,50.04,573008,10000000,17.87,78.6,50.4,Medium,False,True
11,1,David Hasselhoff,15.0,6.61,805638,8.06,256136,2.56,9.17,0,250000,0.0,31.8,56.4,High,True,True
11,1,Florence Henderson,18.0,7.93,616913,6.17,653783,6.54,14.47,117841,10000000,5.3,94.0,33.6,Low,False,True
11,1,Kyle Massey,23.0,10.13,794936,7.95,842446,8.42,18.56,0,10000000,9.39,94.0,36.5,Medium,False,True
11,1,Jennifer Grey,24.0,10.57,1023816,10.24,1085005,10.85,21.42,0,10000000,12.25,94.0,38.7,Medium,False,True
11,1,Rick Fox,22.0,9.69,935522,9.36,991434,9.91,19.61,0,10000000,10.44,94.0,37.3,Medium,False,True
11,1,Kurt Warner,19.0,8.37,886535,8.87,939519,9.4,17.77,73788,10000000,8.6,94.0,36.0,Medium,False,True
11,1,Margaret Cho,15.0,6.61,782036,7.82,828774,8.29,14.9,250000,10000000,5.73,94.0,34.0,Low,False,True
11,1,Michael Bolton,16.0,7.05,764488,7.64,810178,8.1,15.15,205947,10000000,5.98,94.0,34.2,Low,False,True
11,1,Brandy,23.0,10.13,1003953,10.04,1063954,10.64,20.77,0,10000000,11.6,94.0,38.2,Medium,False,True
11,1,The Situation,15.0,6.61,810995,8.11,859464,8.59,15.2,250000,10000000,6.03,94.0,34.3,Low,False,True
11,1,Audrina Patridge,19.0,8.37,764354,7.64,810036,8.1,16.47,73788,10000000,7.3,94.0,35.0,Medium,False,True
11,1,Bristol Palin,18.0,7.93,810808,8.11,859266,8.59,16.52,117841,10000000,7.35,94.0,35.1,Medium,False,True
11,2,Florence Henderson,19.0,8.6,707980,7.08,745436,7.45,16.05,0,10000000,8.35,94.7,35.9,Medium,False,True
11,2,Kyle Massey,22.0,9.95,829348,8.29,873225,8.73,18.69,0,10000000,10.99,94.7,37.9,Medium,False,True
11,2,Jennifer Grey,24.0,10.86,1068136,10.68,1124646,11.25,22.11,0,10000000,14.41,94.7,40.5,Medium,False,True
11,2,Rick Fox,21.0,9.5,976020,9.76,1027657,10.28,19.78,0,10000000,12.08,94.7,38.7,Medium,False,True
11,2,Kurt Warner,21.0,9.5,1017403,10.17,1071230,10.71,20.21,0,10000000,12.52,94.7,39.1,Medium,False,True
11,2,Margaret Cho,18.0,8.14,897478,8.97,944960,9.45,17.59,1234,10000000,9.9,94.7,37.1,Medium,False,True
11,2,Michael Bolton,12.0,5.43,717823,7.18,226740,2.27,7.7,0,544220,0.0,31.6,58.7,High,True,True
11,2,Brandy,21.0,9.5,1047412,10.47,1102827,11.03,20.53,0,10000000,12.83,94.7,39.3,Medium,False,True
11,2,The Situation,18.0,8.14,930712,9.31,979953,9.8,17.94,1234,10000000,10.25,94.7,37.4,Medium,False,True
11,2,Audrina Patridge,23.0,10.41,877186,8.77,923594,9.24,19.64,0,10000000,11.95,94.7,38.6,Medium,False,True
11,2,Bristol Palin,22.0,9.95,930497,9.3,979726,9.8,19.75,0,10000000,12.05,94.7,38.7,Medium,False,True
11,3,Florence Henderson,20.0,9.05,746589,7.47,799559,8.0,17.05,209502,10000000,5.86,92.9,35.0,Medium,False,True
11,3,Kyle Massey,23.0,10.41,962033,9.62,1030289,10.3,20.71,73755,10000000,9.52,92.9,37.6,Medium,False,True
11,3,Jennifer Grey,24.0,10.86,1126385,11.26,1206302,12.06,22.92,28506,10000000,11.74,92.9,39.3,Medium,False,True
11,3,Rick Fox,24.0,10.86,1132170,11.32,1212498,12.12,22.98,28506,10000000,11.8,92.9,39.3,Medium,False,True
11,3,Kurt Warner,23.0,10.41,1072886,10.73,1149007,11.49,21.9,73755,10000000,10.71,92.9,38.5,Medium,False,True
11,3,Margaret Cho,18.0,8.14,946420,9.46,304070,3.04,11.19,0,345248,0.0,32.1,58.1,High,True,True
11,3,Brandy,24.0,10.86,1214985,12.15,1301188,13.01,23.87,28506,10000000,12.69,92.9,40.0,Medium,False,True
11,3,The Situation,20.0,9.05,981467,9.81,1051102,10.51,19.56,209502,10000000,8.38,92.9,36.9,Medium,False,True
11,3,Audrina Patridge,26.0,11.76,925022,9.25,990652,9.91,21.67,0,10000000,10.49,92.9,38.3,Medium,False,True
11,3,Bristol Palin,19.0,8.6,892037,8.92,955327,9.55,18.15,254751,10000000,6.97,92.9,35.9,Medium,False,True
11,4,Florence Henderson,17.5,9.78,786282,7.86,841051,8.41,18.19,137802,10000000,7.38,93.0,37.7,Medium,False,True
11,4,Kyle Massey,20.0,11.17,1013180,10.13,1083754,10.84,22.01,0,10000000,11.2,93.0,40.5,Medium,False,True
11,4,Jennifer Grey,28.0,15.64,1435388,14.35,1535371,15.35,31.0,0,10000000,20.19,93.0,47.2,Medium,False,True
11,4,Rick Fox,19.5,10.89,1192364,11.92,1275419,12.75,23.65,26070,10000000,12.84,93.0,41.7,Medium,False,True
11,4,Kurt Warner,17.0,9.5,1129927,11.3,1208633,12.09,21.58,165735,10000000,10.78,93.0,40.3,Medium,False,True
11,4,Brandy,24.0,13.41,1407539,14.08,1505583,15.06,28.46,0,10000000,17.66,93.0,45.3,Medium,False,True
11,4,The Situation,14.0,7.82,930283,9.3,298525,2.99,10.81,0,445065,0.0,32.1,61.4,High,True,True
11,4,Audrina Patridge,23.0,12.85,1071622,10.72,1146267,11.46,24.31,0,10000000,13.51,93.0,42.2,Medium,False,True
11,4,Bristol Palin,16.0,8.94,1033409,10.33,1105393,11.05,19.99,221601,10000000,9.19,93.0,39.1,Medium,False,True
11,5,Florence Henderson,21.0,11.54,935029,9.35,300154,3.0,14.54,0,210164,0.0,32.1,64.7,High,True,True
11,5,Kyle Massey,20.0,10.99,1095320,10.95,1172032,11.72,22.71,429945,10000000,8.17,93.0,40.2,Medium,False,True
11,5,Jennifer Grey,25.0,13.74,1410688,14.11,1509487,15.09,28.83,155219,10000000,14.29,93.0,44.5,Medium,False,True
11,5,Rick Fox,24.0,13.19,1417933,14.18,1517240,15.17,28.36,210164,10000000,13.82,93.0,44.2,Medium,False,True
11,5,Kurt Warner,24.0,13.19,1343685,13.44,1437792,14.38,27.56,210164,10000000,13.02,93.0,43.6,Medium,False,True
11,5,Brandy,27.0,14.84,1521650,15.22,1628221,16.28,31.12,45329,10000000,16.58,93.0,46.1,Medium,False,True
11,5,Audrina Patridge,23.0,12.64,1158500,11.59,1239637,12.4,25.03,265109,10000000,10.49,93.0,41.8,Medium,False,True
