name,D_pct,D_rank,judge_favored,fan_favored,season,week
Joanna Krupa,-0.004237669209268186,1,False,True,9,3
Tom DeLay,0.004174502504701499,0,True,False,9,3
Aaron Carter,0.00420730252438152,4,True,False,9,3
Mya,0.010241806145083687,2,True,False,9,3
Donny Osmond,-0.00215770129462077,1,False,True,9,3
Kelly Osbourne,0.006473037217155669,2,True,False,9,3
Melissa Joan Hart,-0.008113582569187969,0,False,True,9,4
Mark Dacascos,-0.006808457949683516,-1,False,True,9,4
Chuck Liddell,0.04110831931449024,2,True,False,9,4
Natalie Coughlin,0.0010504046574337372,1,True,False,9,4
Louie Vito,-0.004938933047978919,0,False,True,9,4
Michael Irvin,-0.02223274169488325,-4,False,True,9,4
Joanna Krupa,-0.007849541114853198,-1,False,True,9,4
Aaron Carter,-0.012248678025165452,0,False,True,9,4
Mya,0.009745926360566495,1,True,False,9,4
Donny Osmond,-0.005017998376767779,-1,False,True,9,4
Kelly Osbourne,0.015305282446029661,3,True,False,9,4
Melissa Joan Hart,-0.034730142571682845,-6,False,True,9,5
Mark Dacascos,-0.005221439800802544,0,False,True,9,5
Natalie Coughlin,0.0600562754826832,2,True,False,9,5
Louie Vito,-0.00011265460178185027,0,False,True,9,5
Michael Irvin,-0.015080891424743226,-4,False,True,9,5
Joanna Krupa,-0.010674401204969194,1,False,True,9,5
Aaron Carter,-0.0017104967230169577,2,False,True,9,5
Mya,0.0005172924074065416,2,True,False,9,5
Donny Osmond,-0.000288749317928369,1,False,True,9,5
Kelly Osbourne,0.007245207754835281,2,True,False,9,5
Melissa Joan Hart,0.049548710115142766,1,True,False,9,6
Mark Dacascos,-0.000658200380319024,0,False,True,9,6
Louie Vito,-0.007662528152790407,1,False,True,9,6
Michael Irvin,-0.027256936466363083,-3,False,True,9,6
Joanna Krupa,0.0057491800514411495,1,True,False,9,6
Aaron Carter,0.005039998287178729,2,True,False,9,6
Mya,-0.0072447373935912995,-1,False,True,9,6
Donny Osmond,-0.012702555435965726,-2,False,True,9,6
Kelly Osbourne,-0.004812930624733133,1,False,True,9,6
Mark Dacascos,0.07709400434187524,0,True,False,9,7
Michael Irvin,-0.016646426316690166,-1,False,True,9,7
Joanna Krupa,-0.02190021474299189,0,False,True,9,7
Aaron Carter,-0.013024314611435245,1,False,True,9,7
Mya,-0.024539326055046662,-3,False,True,9,7
Donny Osmond,-0.013258216414397672,1,False,True,9,7
Kelly Osbourne,0.012274493798686392,2,True,False,9,7
Joanna Krupa,-0.03857306496652138,0,False,True,9,8
Aaron Carter,0.12552888159432596,1,True,False,9,8
Mya,-0.03842041302759408,0,False,True,9,8
Donny Osmond,-0.044815052474460854,-2,False,True,9,8
Kelly Osbourne,-0.003720351125749616,1,False,True,9,8
Joanna Krupa,0.1606208423686702,2,True,False,9,9
Mya,-0.0710310058014984,0,False,True,9,9
Donny Osmond,-0.07528992203956847,-2,False,True,9,9
Kelly Osbourne,-0.014299914527603291,0,False,True,9,9
Aiden Turner,-0.01906440580758051,-6,False,True,10,2
Shannen Doherty,0.06117067901372615,5,True,False,10,2
Niecy Nash,-0.009409096490911317,-2,False,True,10,2
Buzz Aldrin,-0.012557372295676196,-1,False,True,10,2
Chad Ochocinco,-0.027770267471743354,-5,False,True,10,2
Evan Lysacek,0.01511187149929405,3,True,False,10,2
Pamela Anderson,0.012616665046666017,4,True,False,10,2
Nicole Scherzinger,-0.015955030018375643,0,False,True,10,2
Erin Andrews,0.013145317985399918,4,True,False,10,2
Kate Gosselin,-0.024221318779436604,-4,False,True,10,2
Jake Pavelka,0.006932957318637481,2,True,False,10,2
Aiden Turner,-0.01628467843505363,-4,False,True,10,3
Niecy Nash,-0.010743969814829307,0,False,True,10,3
Buzz Aldrin,0.044801201171712005,0,True,False,10,3
Chad Ochocinco,-0.021859380664934522,-6,False,True,10,3
Evan Lysacek,0.02573957679829378,4,True,False,10,3
Pamela Anderson,0.016942041259575116,4,True,False,10,3
Nicole Scherzinger,-0.028489664105225243,-1,False,True,10,3
Erin Andrews,0.013769452798421511,5,True,False,10,3
Kate Gosselin,-0.026731614633532547,-3,False,True,10,3
Jake Pavelka,0.002857035625572865,1,True,False,10,3
Aiden Turner,0.05366507294850896,1,True,False,10,4
Niecy Nash,-0.01994770636183188,-3,False,True,10,4
Chad Ochocinco,-0.017057271512935554,-2,False,True,10,4
Evan Lysacek,0.024837478937686994,4,True,False,10,4
Pamela Anderson,0.01945409322638121,3,True,False,10,4
Nicole Scherzinger,-0.025009874424434947,-1,False,True,10,4
Erin Andrews,0.0031579530152027746,3,True,False,10,4
Kate Gosselin,-0.03847618061958276,-6,False,True,10,4
Jake Pavelka,-0.0006235652089948279,1,False,True,10,4
Niecy Nash,-0.027631409896494596,-3,False,True,10,5
Chad Ochocinco,-0.034768512751335745,-5,False,True,10,5
Evan Lysacek,0.02625861223754894,2,True,False,10,5
Pamela Anderson,0.011659639345936654,2,True,False,10,5
Nicole Scherzinger,-0.03020682133128344,0,False,True,10,5
Erin Andrews,0.000918979558343247,2,True,False,10,5
Kate Gosselin,0.0484149869960526,0,True,False,10,5
Jake Pavelka,0.005354525841232277,2,True,False,10,5
Niecy Nash,-0.034696674136297026,-3,False,True,10,6
Chad Ochocinco,-0.0193958731500401,-1,False,True,10,6
Evan Lysacek,-0.013396907220518284,-1,False,True,10,6
Pamela Anderson,0.010963053902147885,2,True,False,10,6
Nicole Scherzinger,-0.045054862922078914,0,False,True,10,6
Erin Andrews,0.02400862909706397,3,True,False,10,6
Jake Pavelka,0.07757263442972243,0,True,False,10,6
Niecy Nash,-0.030637086361543914,-3,False,True,10,7
Chad Ochocinco,-0.031190987170800988,-1,False,True,10,7
Evan Lysacek,0.004974189916694294,3,True,False,10,7
Pamela Anderson,0.11694042414965136,2,True,False,10,7
Nicole Scherzinger,-0.06004252958832157,-1,False,True,10,7
Erin Andrews,-4.401094567915709e-05,0,False,True,10,7
Niecy Nash,0.10311346093889771,0,True,False,10,8
Chad Ochocinco,-0.057034934331888054,-2,False,True,10,8
Evan Lysacek,0.009791426068957165,1,True,False,10,8
Nicole Scherzinger,-0.07114117984088417,0,False,True,10,8
Erin Andrews,0.015271227164917384,1,True,False,10,8
Chad Ochocinco,0.1384167772408776,0,True,False,10,9
Evan Lysacek,0.0012871949477045175,1,True,False,10,9
Nicole Scherzinger,-0.13484523227878092,-1,False,True,10,9
Erin Andrews,-0.004858739909801069,0,False,True,10,9
David Hasselhoff,0.040465682347378615,2,True,False,11,1
Florence Henderson,0.013916821495855686,4,True,False,11,1
Kyle Massey,0.017076943780762632,5,True,False,11,1
Jennifer Grey,-0.0027736820035810933,0,False,True,11,1
Rick Fox,-0.0022271500122534177,-1,False,True,11,1
Kurt Warner,-0.010251506447339132,-1,False,True,11,1
Margaret Cho,-0.0167981462845357,-3,False,True,11,1
Michael Bolton,-0.010533259011122897,0,False,True,11,1
Brandy,-0.005073867294642903,-1,False,True,11,1
The Situation,-0.019867147819036465,-7,False,True,11,1
Audrina Patridge,0.0026968000268141057,4,True,False,11,1
Bristol Palin,-0.006631488778299444,-2,False,True,11,1
Florence Henderson,0.011429205952546193,2,True,False,11,2
Kyle Massey,0.012224958918685747,6,True,False,11,2
Jennifer Grey,-0.0038673824109271837,0,False,True,11,2
Rick Fox,-0.007743137225067864,-1,False,True,11,2
Kurt Warner,-0.012100439839449431,-3,False,True,11,2
Margaret Cho,-0.013048092896729035,-2,False,True,11,2
Michael Bolton,0.03162462892952849,0,True,False,11,2
Brandy,-0.015260141735270571,-5,False,True,11,2
The Situation,-0.016547394996310305,-5,False,True,11,2
Audrina Patridge,0.011712942774372001,6,True,False,11,2
Bristol Palin,0.0015748525286219117,2,True,False,11,2
Florence Henderson,0.010541789582992303,2,True,False,11,3
Kyle Massey,0.001043436372668169,1,True,False,11,3
Jennifer Grey,-0.012032987310290122,1,False,True,11,3
Rick Fox,-0.01265258768205034,-1,False,True,11,3
Kurt Warner,-0.010828370750416108,-2,False,True,11,3
Margaret Cho,0.05104094555669403,0,True,False,11,3
Brandy,-0.02152159300345355,-3,False,True,11,3
The Situation,-0.014612525509596755,-3,False,True,11,3
Audrina Patridge,0.01858179938437375,6,True,False,11,3
Bristol Palin,-0.009559906640921365,-1,False,True,11,3
Florence Henderson,0.013660229486438163,2,True,False,11,4
Kyle Massey,0.003356400225241654,3,True,False,11,4
Jennifer Grey,0.002887419590722029,0,True,False,11,4
Rick Fox,-0.01860340353074688,-2,False,True,11,4
Kurt Warner,-0.025891281306233194,-3,False,True,11,4
Brandy,-0.016480147932841305,0,False,True,11,4
The Situation,0.048359778561788525,0,True,False,11,4
Audrina Patridge,0.0138648742610335,2,True,False,11,4
Bristol Palin,-0.02115386935540249,-2,False,True,11,4
Florence Henderson,0.08536920337845058,2,True,False,11,5
Kyle Massey,-0.007313136991188865,0,False,True,11,5
Jennifer Grey,-0.013586123016866791,1,False,True,11,5
Rick Fox,-0.019855928821492397,-1,False,True,11,5
Kurt Warner,-0.011911125643571135,0,False,True,11,5
Brandy,-0.014470516777217696,0,False,True,11,5
Audrina Patridge,0.0024098767881265276,0,True,False,11,5
Bristol Palin,-0.020642248916240225,-2,False,True,11,5
Kyle Massey,0.00509408729985561,2,True,False,11,6
Jennifer Grey,-0.039997579922098375,-4,False,True,11,6
Rick Fox,-0.01963533949868726,0,False,True,11,6
Kurt Warner,-0.049666192832376055,-3,False,True,11,6
Brandy,-0.0026875221416984563,1,False,True,11,6
Audrina Patridge,0.11425281242714772,5,True,False,11,6
Bristol Palin,-0.007360265332143179,-1,False,True,11,6
Kyle Massey,-0.004915903405210281,0,False,True,11,7
Jennifer Grey,-0.03820373326710483,0,False,True,11,7
Rick Fox,0.10700610251467121,2,True,False,11,7
Kurt Warner,-0.01680206643305679,0,False,True,11,7
Brandy,-0.034066231612104175,0,False,True,11,7
Bristol Palin,-0.013018167797195168,-2,False,True,11,7
Kyle Massey,0.0074634139455129755,1,True,False,11,8
Jennifer Grey,-0.04745801288782897,0,False,True,11,8
Kurt Warner,0.11292786183085537,1,True,False,11,8
Brandy,-0.0423642118690688,0,False,True,11,8
Bristol Palin,-0.030569051019470606,-2,False,True,11,8
Kyle Massey,-0.016854289335770156,1,False,True,11,9
Jennifer Grey,-0.08617847513043186,0,False,True,11,9
Brandy,0.14723237944647588,1,True,False,11,9
Bristol Palin,-0.04419961498027386,-2,False,True,11,9
Ralph Macchio,0.0029483656579082917,2,True,False,12,2
Chelsea Kane,-0.01769772728530304,-4,False,True,12,2
Kirstie Alley,0.008354142049522256,4,True,False,12,2
Hines Ward,-0.012368689828621299,0,False,True,12,2
Sugar Ray Leonard,-0.004690746332966317,1,False,True,12,2
Chris Jericho,-0.00900648781130009,0,False,True,12,2
Petra Nemcova,-0.005132019745878513,0,False,True,12,2
Mike Catherwood,0.04902088589401302,1,True,False,12,2
Romeo,0.008410122638666181,1,True,False,12,2
Wendy Williams,-0.017864754237371064,-6,False,True,12,2
Kendra Wilkinson,-0.001973090998669408,1,False,True,12,2
Ralph Macchio,-0.005699610793730631,0,False,True,12,3
Chelsea Kane,-0.014923225685911909,-1,False,True,12,3
Kirstie Alley,0.005353094732622132,3,True,False,12,3
Hines Ward,-0.014075535542440662,0,False,True,12,3
Sugar Ray Leonard,-0.00757500659124162,-2,False,True,12,3
Chris Jericho,-0.017500916694383584,-4,False,True,12,3
Petra Nemcova,0.009646076318365254,2,True,False,12,3
Romeo,-0.004735505171490906,-1,False,True,12,3
Wendy Williams,0.04108684344061798,0,True,False,12,3
Kendra Wilkinson,0.008423785987593926,3,True,False,12,3
Ralph Macchio,-0.0011468379520597483,2,False,True,12,4
Chelsea Kane,-0.005073173410373111,2,False,True,12,4
Kirstie Alley,-0.002669238227823001,0,False,True,12,4
Hines Ward,-0.01904274690001423,-2,False,True,12,4
Sugar Ray Leonard,0.06943123131755741,1,True,False,12,4
Chris Jericho,-0.024779582778140907,-2,False,True,12,4
Petra Nemcova,-0.003307572042135526,1,False,True,12,4
Romeo,-0.0042046724906857486,-1,False,True,12,4
Kendra Wilkinson,-0.009207407516325108,-1,False,True,12,4
Ralph Macchio,-0.012361988449950026,-1,False,True,12,5
Chelsea Kane,-0.014235440745722694,1,False,True,12,5
Kirstie Alley,-0.005057448414731949,1,False,True,12,5
Hines Ward,-0.019374205687826607,0,False,True,12,5
Chris Jericho,-0.020043543068963637,-1,False,True,12,5
Petra Nemcova,0.07445704627766386,1,True,False,12,5
Romeo,0.0031906662247200845,0,True,False,12,5
Kendra Wilkinson,-0.00657508613518909,-1,False,True,12,5
Ralph Macchio,-0.02723179877969309,-3,False,True,12,6
Chelsea Kane,-0.016518178859191324,1,False,True,12,6
Kirstie Alley,0.0009715157498586813,1,True,False,12,6
Hines Ward,-0.034020736804147356,-2,False,True,12,6
Chris Jericho,0.07345451246868026,0,True,False,12,6
Romeo,0.003707525185949495,2,True,False,12,6
Kendra Wilkinson,-0.0003628389614566685,1,False,True,12,6
Ralph Macchio,-0.0130027622302826,2,False,True,12,7
Chelsea Kane,-0.03178780741008319,-1,False,True,12,7
Kirstie Alley,-0.008897973585714647,0,False,True,12,7
Hines Ward,-0.040476173219647,-1,False,True,12,7
Romeo,-0.018707577509556206,-2,False,True,12,7
Kendra Wilkinson,0.11287229395528364,2,True,False,12,7
Ralph Macchio,-0.03429148644129207,-2,False,True,12,8
Chelsea Kane,-0.037450413158200885,1,False,True,12,8
Kirstie Alley,-0.003757708435004836,1,False,True,12,8
Hines Ward,-0.05858367219048624,-1,False,True,12,8
Romeo,0.13408328022498406,1,True,False,12,8
Ralph Macchio,0.12366299497123891,0,True,False,12,9
Chelsea Kane,-0.006047497133398083,1,False,True,12,9
Kirstie Alley,-0.034261545172080576,0,False,True,12,9
Hines Ward,-0.08335395266576029,-1,False,True,12,9
Elisabetta Canalis,-0.032395047100496094,-9,False,True,13,1
David Arquette,-0.014258759289887263,-3,False,True,13,1
Ricki Lake,-0.01769527828531231,-3,False,True,13,1
J.R. Martinez,0.015128628101560418,5,True,False,13,1
Metta World Peace (Ron),0.03820811061664517,0,True,False,13,1
Hope Solo,0.009152832213434159,2,True,False,13,1
Chynna Phillips,0.007224922568966535,2,True,False,13,1
Kristin Cavallari,0.003021744511534516,2,True,False,13,1
Carson Kressley,-0.00266884288201491,2,False,True,13,1
Chaz Bono,-0.005280344710066193,0,False,True,13,1
Nancy Grace,0.004915170721725495,2,True,False,13,1
Rob Kardashian,-0.005353136466089536,0,False,True,13,1
Elisabetta Canalis,0.058831585918035105,7,True,False,13,2
David Arquette,-0.021822162480587964,-7,False,True,13,2
Ricki Lake,-0.024336350284767064,0,False,True,13,2
J.R. Martinez,0.0076700630278566245,6,True,False,13,2
Hope Solo,-0.007225352491600015,-2,False,True,13,2
Chynna Phillips,-0.0051513460734308875,-2,False,True,13,2
Kristin Cavallari,0.0005650594753548455,1,True,False,13,2
Carson Kressley,-0.013280758209885835,-5,False,True,13,2
Chaz Bono,-0.011974560247369814,-2,False,True,13,2
Nancy Grace,0.01431916366182398,4,True,False,13,2
Rob Kardashian,0.0024046577045710033,0,True,False,13,2
David Arquette,-0.01830164895567292,-2,False,True,13,3
Ricki Lake,-0.021206930445677258,0,False,True,13,3
J.R. Martinez,0.003610977694012779,3,True,False,13,3
Hope Solo,-0.00650994188064867,-1,False,True,13,3
Chynna Phillips,-0.006110728139010715,0,False,True,13,3
Kristin Cavallari,0.0700717040683389,4,True,False,13,3
Carson Kressley,-0.002596946283906179,-1,False,True,13,3
Chaz Bono,-0.026906294624789426,-4,False,True,13,3
Nancy Grace,0.003960844148658382,0,True,False,13,3
Rob Kardashian,0.003988964418695104,1,True,False,13,3
David Arquette,-0.025121334211556504,-3,False,True,13,4
Ricki Lake,-0.014007510796850975,0,False,True,13,4
J.R. Martinez,0.00446464191323491,2,True,False,13,4
Hope Solo,-0.0070062372180964005,0,False,True,13,4
Chynna Phillips,0.06477104747506868,3,True,False,13,4
Carson Kressley,-0.01695148768285433,-3,False,True,13,4
Chaz Bono,-0.015798300866540327,-2,False,True,13,4
Nancy Grace,0.00478661148440708,0,True,False,13,4
Rob Kardashian,0.004862569903187883,3,True,False,13,4
David Arquette,-0.022659938851209593,0,False,True,13,5
Ricki Lake,-0.032247089494580494,-3,False,True,13,5
J.R. Martinez,0.010836114972743865,3,True,False,13,5
Hope Solo,-0.01262988164769735,-2,False,True,13,5
Carson Kressley,0.06569011563774838,0,True,False,13,5
Chaz Bono,-0.022183025894486952,-2,False,True,13,5
Nancy Grace,0.006838332522567048,1,True,False,13,5
Rob Kardashian,0.006355372754915045,3,True,False,13,5
David Arquette,-0.04186865530167899,-2,False,True,13,6
Ricki Lake,-0.029208786382309726,0,False,True,13,6
J.R. Martinez,0.014607431144177285,1,True,False,13,6
Hope Solo,-0.027363131427180276,-2,False,True,13,6
Chaz Bono,0.06789631270069374,0,True,False,13,6
Nancy Grace,0.016849562161511594,3,True,False,13,6
Rob Kardashian,-0.0009127328952136249,0,False,True,13,6
David Arquette,0.0960278434376506,1,True,False,13,7
Ricki Lake,-0.061652576494337835,0,False,True,13,7
J.R. Martinez,-0.009288709024977304,0,False,True,13,7
Hope Solo,-0.0227928745244452,-1,False,True,13,7
Nancy Grace,-0.0017576819215022466,-1,False,True,13,7
Rob Kardashian,-0.000536001472387998,1,False,True,13,7
Ricki Lake,-0.08572182787720212,-1,False,True,13,8
J.R. Martinez,0.006728809167089428,2,True,False,13,8
Hope Solo,-0.027725322077551517,-1,False,True,13,8
Nancy Grace,0.11604576450032933,0,True,False,13,8
Rob Kardashian,-0.00932742371266515,0,False,True,13,8
Ricki Lake,-0.08169650199012596,0,False,True,13,9
J.R. Martinez,-0.04980674039227817,-1,False,True,13,9
Hope Solo,0.11956112201466368,0,True,False,13,9
Rob Kardashian,0.01194212036774045,1,True,False,13,9
William Levy,-0.0027274352917176226,2,False,True,14,2
Jack Wagner,0.005064885297329583,2,True,False,14,2
Sherri Sheperd,-0.006982378257635313,0,False,True,14,2
Jaleel White,-0.010571350325194406,0,False,True,14,2
Roshon Fegan,0.022297345350164907,8,True,False,14,2
Melissa Gilbert,-0.007571990389390951,-2,False,True,14,2
Martina Navratilova,0.042395617701741495,0,True,False,14,2
Donald Driver,-0.00728330774603686,-1,False,True,14,2
Gavin DeGraw,-0.026121227177115403,-7,False,True,14,2
Gladys Knight,0.008815545533653164,0,True,False,14,2
Katherine Jenkins,-0.004144265226479316,1,False,True,14,2
Maria Menounos,-0.013171439469319285,-3,False,True,14,2
William Levy,0.0017038606815442808,5,True,False,14,3
Jack Wagner,0.060960875812921755,4,True,False,14,3
Sherri Sheperd,-0.018817256098331014,-4,False,True,14,3
Jaleel White,-0.015100527468782418,0,False,True,14,3
Roshon Fegan,0.01288308372466207,3,True,False,14,3
Melissa Gilbert,-0.006878551322849105,-1,False,True,14,3
Donald Driver,-0.006300396805873007,2,False,True,14,3
Gavin DeGraw,-0.021340257107531416,-7,False,True,14,3
Gladys Knight,0.01584555776679454,-1,True,False,14,3
Katherine Jenkins,-0.010357517000149655,0,False,True,14,3
Maria Menounos,-0.012598872182406018,-1,False,True,14,3
William Levy,-0.008994761190848119,1,False,True,14,4
Sherri Sheperd,0.05713613556923499,1,True,False,14,4
Jaleel White,-0.015402065035230436,-2,False,True,14,4
Roshon Fegan,0.023168129780706204,6,True,False,14,4
Melissa Gilbert,-0.012735963435569472,-2,False,True,14,4
Donald Driver,0.001125959473858948,3,True,False,14,4
Gavin DeGraw,-0.02518052798385327,-3,False,True,14,4
Gladys Knight,0.01232936576671817,-1,True,False,14,4
Katherine Jenkins,-0.016858080071929585,-1,False,True,14,4
Maria Menounos,-0.01458819287308738,-2,False,True,14,4
William Levy,0.004156835591305669,4,True,False,14,5
Jaleel White,-0.025928196085564167,-3,False,True,14,5
Roshon Fegan,0.018673689612332997,2,True,False,14,5
Melissa Gilbert,-0.013556242922497172,-2,False,True,14,5
Donald Driver,-0.005869936276545931,1,False,True,14,5
Gavin DeGraw,0.04760171368354262,0,True,False,14,5
Gladys Knight,0.009145850086911461,1,True,False,14,5
Katherine Jenkins,-0.015771772380137522,-1,False,True,14,5
Maria Menounos,-0.01845194130934795,-2,False,True,14,5
William Levy,0.0020105210475528656,2,True,False,14,6
Jaleel White,-0.0026348771960580664,1,False,True,14,6
Roshon Fegan,0.0016328189731516507,0,True,False,14,6
Melissa Gilbert,-0.013265953609455636,1,False,True,14,6
Donald Driver,-0.006947025928901146,0,False,True,14,6
Gladys Knight,0.06369779940560419,0,True,False,14,6
Katherine Jenkins,-0.008233534586465363,0,False,True,14,6
Maria Menounos,-0.03625974810542856,-4,False,True,14,6
William Levy,-0.004872375848633731,2,False,True,14,7
Jaleel White,0.09140386338846146,1,True,False,14,7
Roshon Fegan,0.014049835005141259,1,True,False,14,7
Melissa Gilbert,-0.02662175131077607,-3,False,True,14,7
Donald Driver,-0.021240180758975213,-1,False,True,14,7
Katherine Jenkins,-0.025889687330938882,0,False,True,14,7
Maria Menounos,-0.026829703144278794,0,False,True,14,7
William Levy,-0.012716948206045325,3,False,True,14,8
Roshon Fegan,0.12764230518536243,4,True,False,14,8
Melissa Gilbert,-0.02021396771861461,-1,False,True,14,8
Donald Driver,-0.02047225681275594,0,False,True,14,8
Katherine Jenkins,-0.02887116017231728,-2,False,True,14,8
Maria Menounos,-0.045367972275629276,-4,False,True,14,8
William Levy,-0.04236074586345351,1,False,True,14,9
Donald Driver,-0.04928977246665012,-1,False,True,14,9
Katherine Jenkins,-0.06686430119894718,-3,False,True,14,9
Maria Menounos,0.1585148195290509,3,True,False,14,9
Gilles Marini,-0.0006459757944570904,2,False,True,15,1
Sabrina Bryan,0.006761877113184142,6,True,False,15,1
Kirstie Alley,0.0009203533551053189,0,True,False,15,1
Kelly Monaco,-0.018725972537572674,-4,False,True,15,1
Apolo Anton Ohno,0.0004908561715480653,3,True,False,15,1
Emmitt Smith,0.005647445160618991,5,True,False,15,1
Shawn Johnson,-0.006536948045134466,0,False,True,15,1
Pamela Anderson,0.042228409423844926,0,True,False,15,1
Helio Castroneves,0.007572743241656799,4,True,False,15,1
Joey Fatone,-0.024000410060282196,-9,False,True,15,1
Drew Lachey,-0.01259476885885047,-5,False,True,15,1
Bristol Palin,-0.004697032836302878,-3,False,True,15,1
Melissa Rycroft,0.0035794236666415458,1,True,False,15,1
Gilles Marini,-0.005022663841951658,1,False,True,15,2
Sabrina Bryan,0.011084640367943918,6,True,False,15,2
Kirstie Alley,0.0005625036546221263,0,True,False,15,2
Kelly Monaco,-0.027772630310406443,-9,False,True,15,2
Apolo Anton Ohno,0.0006784542792658277,1,True,False,15,2
Emmitt Smith,-0.0024942196807363898,-1,False,True,15,2
Shawn Johnson,-0.005338956998139466,1,False,True,15,2
Helio Castroneves,0.005147378603165012,3,True,False,15,2
Joey Fatone,0.048722916171258714,4,True,False,15,2
Drew Lachey,-0.019130831326364534,-7,False,True,15,2
Bristol Palin,-0.010961462020849508,-2,False,True,15,2
Melissa Rycroft,0.004524871102192379,3,True,False,15,2
Gilles Marini,-0.013189933753240263,-1,False,True,15,3
Sabrina Bryan,0.0022068739451635844,3,True,False,15,3
Kirstie Alley,0.004989794581228224,1,True,False,15,3
Kelly Monaco,-0.018638455722105554,0,False,True,15,3
Apolo Anton Ohno,-0.003147428731987742,0,False,True,15,3
Emmitt Smith,-0.009607192213668056,-3,False,True,15,3
Shawn Johnson,-0.007982310645831575,1,False,True,15,3
Helio Castroneves,0.06646440607392966,4,True,False,15,3
Drew Lachey,-0.022073618950478532,-8,False,True,15,3
Bristol Palin,-0.00931519332666142,-4,False,True,15,3
Melissa Rycroft,0.010293058743651676,7,True,False,15,3
Gilles Marini,-0.007768465937868493,1,False,True,15,4
Sabrina Bryan,-0.0010398378964950328,0,False,True,15,4
Kirstie Alley,-0.007964043310034113,-1,False,True,15,4
Kelly Monaco,-0.02749131115204545,-2,False,True,15,4
Apolo Anton Ohno,-0.010816760469783512,-2,False,True,15,4
Emmitt Smith,-0.011954732931193326,-1,False,True,15,4
Shawn Johnson,-0.005763265135788162,1,False,True,15,4
Bristol Palin,0.0658226235296715,1,True,False,15,4
Melissa Rycroft,0.0069757933035366065,3,True,False,15,4
Gilles Marini,-0.017467925815599,-3,False,True,15,6
Sabrina Bryan,0.0935628510777049,7,True,False,15,6
Kirstie Alley,0.003011680328282848,1,True,False,15,6
Kelly Monaco,-0.049416124116872615,-6,False,True,15,6
Apolo Anton Ohno,-0.005669778692084043,1,False,True,15,6
Emmitt Smith,-0.014755602435530299,-3,False,True,15,6
Shawn Johnson,-0.013119635794297813,0,False,True,15,6
Melissa Rycroft,0.003854535448396035,3,True,False,15,6
Gilles Marini,0.09478519343429537,5,True,False,15,8
Kirstie Alley,-0.0067686394748146805,-1,False,True,15,8
Kelly Monaco,-0.049562498819399226,-4,False,True,15,8
Apolo Anton Ohno,-0.010227159071880904,0,False,True,15,8
Emmitt Smith,-0.019063393343609125,-2,False,True,15,8
Shawn Johnson,-0.01588614597944843,-2,False,True,15,8
Melissa Rycroft,0.006722643254856969,4,True,False,15,8
Kelly Monaco,-0.06665492104850143,-3,False,True,15,9
Apolo Anton Ohno,0.13288511834873537,2,True,False,15,9
Emmitt Smith,-0.031149153136723867,-2,False,True,15,9
Shawn Johnson,-0.04496042211246262,1,False,True,15,9
Melissa Rycroft,0.009879377948952633,2,True,False,15,9
Ingo Rademacher,-0.021259601077784282,-4,False,True,16,3
Zendaya,0.014577587097865566,4,True,False,16,3
Victor Ortiz,-0.0030611434497920115,-1,False,True,16,3
Alexandra Raisman,0.0025345593480593787,1,True,False,16,3
Jacoby Jones,0.014100286859215452,2,True,False,16,3
D. L. Hughley,-0.020471722005753368,-2,False,True,16,3
Andy Dick,-0.007189166835712343,0,False,True,16,3
Wynonna Judd,0.035873381902416845,0,True,False,16,3
Kellie Pickler,-0.021939504360209014,-2,False,True,16,3
Lisa Vanderpump,0.011152715128373819,3,True,False,16,3
Sean Lowe,-0.004317392606680043,-1,False,True,16,3
Ingo Rademacher,-0.019440277418968116,-3,False,True,16,4
Zendaya,0.010027386153811602,2,True,False,16,4
Victor Ortiz,-0.020937597660753343,-2,False,True,16,4
Alexandra Raisman,0.015288772186937444,4,True,False,16,4
Jacoby Jones,0.0005719145144800902,-1,True,False,16,4
D. L. Hughley,-0.004011039104415637,2,False,True,16,4
Andy Dick,-0.007992640697056283,-1,False,True,16,4
Kellie Pickler,-0.025588428092514104,-2,False,True,16,4
Lisa Vanderpump,0.056810533438499095,0,True,False,16,4
Sean Lowe,-0.004728623320020761,1,False,True,16,4
Ingo Rademacher,-0.02189489228715906,-3,False,True,16,5
Zendaya,0.0218645224155148,4,True,False,16,5
Victor Ortiz,-0.022343592511509178,-5,False,True,16,5
Alexandra Raisman,0.003604366873953768,2,True,False,16,5
Jacoby Jones,0.006929655139468721,1,True,False,16,5
D. L. Hughley,0.053796085749717525,1,True,False,16,5
Andy Dick,-0.01583024906344989,-1,False,True,16,5
Kellie Pickler,-0.026963975204475632,-1,False,True,16,5
Sean Lowe,0.0008380788879389645,2,True,False,16,5
Ingo Rademacher,-0.030461630623900324,-2,False,True,16,6
Zendaya,0.014908978477998588,4,True,False,16,6
Victor Ortiz,0.06436358323480443,0,True,False,16,6
Alexandra Raisman,0.006519795059386796,1,True,False,16,6
Jacoby Jones,-0.0016041410647966992,0,False,True,16,6
Andy Dick,-0.012977382673055662,-2,False,True,16,6
Kellie Pickler,-0.03364027879234888,0,False,True,16,6
Sean Lowe,-0.007108923618088223,-1,False,True,16,6
Ingo Rademacher,-0.03545220331131613,-3,False,True,16,7
Zendaya,0.01427331875280577,2,True,False,16,7
Alexandra Raisman,0.026261084417477237,4,True,False,16,7
