season,week,celebrity_name,popularity_level,judge_score,judge_percentage,prior_votes,prior_percentage,estimated_votes,vote_percentage,combined_score,min_votes,max_votes,prior_consistency,confidence,confidence_level,is_eliminated,consistency_check
10,2,Jake Pavelka,Low,20.0,9.09,633254,6.33,690063,6.9,15.99,272727,10000000,91.0,35.8,Medium,False,True
10,3,Aiden Turner,High,20.0,9.85,1367552,13.68,1458223,14.58,24.43,0,10000000,93.4,46.6,Medium,False,True
10,3,Niecy Nash,Low,21.0,10.34,740119,7.4,789190,7.89,18.24,0,10000000,93.4,42.0,Medium,False,True
10,3,Buzz Aldrin,Medium,13.0,6.4,888271,8.88,284149,2.84,9.25,0,398522,32.0,63.0,High,True,True
10,3,Chad Ochocinco,Low,20.0,9.85,693891,6.94,739897,7.4,17.25,0,10000000,93.4,41.2,Medium,False,True
10,3,Evan Lysacek,High,26.0,12.81,1446391,14.46,1542289,15.42,28.23,0,10000000,93.4,49.4,Medium,False,True
10,3,Pamela Anderson,Low,21.0,10.34,725748,7.26,773866,7.74,18.08,0,10000000,93.4,41.8,Medium,False,True
10,3,Nicole Scherzinger,High,23.0,11.33,1414718,14.15,1508516,15.09,26.42,0,10000000,93.4,48.1,Medium,False,True
10,3,Erin Andrews,Medium,23.0,11.33,1077679,10.78,1149130,11.49,22.82,0,10000000,93.4,45.4,Medium,False,True
10,3,Kate Gosselin,Medium,15.0,7.39,927064,9.27,988530,9.89,17.27,201477,10000000,93.4,41.4,Medium,False,True
10,3,Jake Pavelka,Low,21.0,10.34,718562,7.19,766204,7.66,18.01,0,10000000,93.4,41.8,Medium,False,True
10,4,Aiden Turner,High,16.5,8.89,1433658,14.34,478075,4.78,13.68,0,306379,33.3,65.9,High,True,True
10,4,Niecy Nash,Low,18.0,9.7,779704,7.8,866681,8.67,18.37,252470,10000000,88.8,39.2,Medium,False,True
10,4,Chad Ochocinco,Low,22.0,11.86,821488,8.21,913126,9.13,20.99,36837,10000000,88.8,41.0,Medium,False,True
10,4,Evan Lysacek,High,26.0,14.02,1623295,16.23,1804375,18.04,32.06,0,10000000,88.8,49.2,Medium,False,True
10,4,Pamela Anderson,Low,23.5,12.67,828028,8.28,920395,9.2,21.87,0,10000000,88.8,41.6,Medium,False,True
10,4,Nicole Scherzinger,High,25.0,13.48,1549053,15.49,1721851,17.22,30.7,0,10000000,88.8,48.2,Medium,False,True
10,4,Erin Andrews,Medium,19.5,10.51,1131698,11.32,1257939,12.58,23.09,171608,10000000,88.8,42.6,Medium,False,True
10,4,Kate Gosselin,Medium,16.0,8.63,1051918,10.52,1169260,11.69,20.32,360287,10000000,88.8,40.7,Medium,False,True
10,4,Jake Pavelka,Low,19.0,10.24,781155,7.81,868293,8.68,18.93,198562,10000000,88.8,39.5,Medium,False,True
10,5,Niecy Nash,Low,18.0,10.4,884988,8.85,966799,9.67,20.07,201589,10000000,90.8,43.4,Medium,False,True
10,5,Chad Ochocinco,Low,18.0,10.4,902688,9.03,986135,9.86,20.27,201589,10000000,90.8,43.5,Medium,False,True
10,5,Evan Lysacek,High,27.0,15.61,1887517,18.88,2062005,20.62,36.23,0,10000000,90.8,55.1,High,False,True
10,5,Pamela Anderson,Low,21.0,12.14,935318,9.35,1021781,10.22,22.36,28179,10000000,90.8,44.9,Medium,False,True
10,5,Nicole Scherzinger,High,29.0,16.76,1907638,19.08,2083987,20.84,37.6,0,10000000,90.8,55.1,High,False,True
10,5,Erin Andrews,Medium,22.0,12.72,1328104,13.28,1450878,14.51,27.23,0,10000000,90.8,48.6,Medium,False,True
10,5,Kate Gosselin,Medium,15.0,8.67,1208866,12.09,396185,3.96,12.63,0,548410,32.8,66.1,High,True,True
10,5,Jake Pavelka,Low,23.0,13.29,944877,9.45,1032225,10.32,23.62,0,10000000,90.8,45.9,Medium,False,True
10,6,Niecy Nash,Low,25.9998,12.44,1037300,10.37,1118641,11.19,23.63,380729,10000000,92.2,46.2,Medium,False,True
10,6,Chad Ochocinco,Low,30.999899999999997,14.83,1091516,10.92,1177108,11.77,26.6,141489,10000000,92.2,48.2,Medium,False,True
10,6,Evan Lysacek,High,27.0,12.92,1977701,19.78,2132785,21.33,34.25,332872,10000000,92.2,54.1,Medium,False,True
10,6,Pamela Anderson,Low,29.9998,14.35,1080672,10.81,1165414,11.65,26.01,189340,10000000,92.2,47.8,Medium,False,True
10,6,Nicole Scherzinger,High,35.9999,17.22,2161830,21.62,2331353,23.31,40.54,0,10000000,92.2,57.1,High,False,True
10,6,Erin Andrews,Medium,34.0,16.27,1612203,16.12,1738626,17.39,33.65,0,10000000,92.2,53.4,Medium,False,True
10,6,Jake Pavelka,Low,24.999899999999997,11.96,1038776,10.39,336069,3.36,15.32,0,476413,32.4,68.2,High,True,True
10,7,Niecy Nash,Low,24.5,15.76,1199697,12.0,1311492,13.11,28.87,564308,10000000,90.7,47.6,Medium,False,True
10,7,Chad Ochocinco,Low,26.0,16.72,1240695,12.41,1356311,13.56,30.28,467845,10000000,90.7,48.6,Medium,False,True
10,7,Evan Lysacek,High,27.0,17.36,2263775,22.64,2474728,24.75,42.11,403536,10000000,90.7,57.4,High,False,True
10,7,Pamela Anderson,Low,25.5,16.4,1217757,12.18,399370,3.99,20.39,0,435691,32.8,70.4,High,True,True
10,7,Nicole Scherzinger,High,27.0,17.36,2315901,23.16,2531711,25.32,42.68,403536,10000000,90.7,57.8,High,False,True
10,7,Erin Andrews,Medium,25.5,16.4,1762173,17.62,1926384,19.26,35.66,500000,10000000,90.7,52.6,Medium,False,True
10,8,Niecy Nash,Low,21.5,17.0,1333350,13.33,441182,4.41,21.41,0,679051,33.1,71.0,High,True,True
10,8,Chad Ochocinco,Low,22.5,17.79,1355587,13.56,1495135,14.95,32.74,520948,10000000,89.7,51.0,Medium,False,True
10,8,Evan Lysacek,High,26.5,20.95,2611519,26.12,2880356,28.8,49.75,204743,10000000,89.7,59.8,High,False,True
10,8,Nicole Scherzinger,High,29.5,23.32,2687844,26.88,2964537,29.65,52.97,0,10000000,89.7,59.6,High,False,True
10,8,Erin Andrews,Medium,26.5,20.95,2011698,20.12,2218788,22.19,43.14,204743,10000000,89.7,58.6,High,False,True
10,9,Chad Ochocinco,Low,26.0,23.01,1583727,15.84,534357,5.34,28.35,0,926991,33.7,71.6,High,True,True
10,9,Evan Lysacek,High,29.5,26.11,3045656,30.46,3425399,34.25,60.36,440265,10000000,87.5,60.9,High,False,True
10,9,Nicole Scherzinger,High,29.5,26.11,3053204,30.53,3433888,34.34,60.45,440265,10000000,87.5,60.9,High,False,True
10,9,Erin Andrews,Medium,28.0,24.78,2317411,23.17,2606354,26.06,50.84,573008,10000000,87.5,60.4,High,False,True
11,1,David Hasselhoff,High,15.0,6.61,1017656,10.18,328713,3.29,9.9,0,250000,32.3,62.6,High,True,True
11,1,Florence Henderson,Low,18.0,7.93,575766,5.76,619927,6.2,14.13,117841,10000000,92.3,37.0,Medium,False,True
11,1,Kyle Massey,High,23.0,10.13,1155319,11.55,1243932,12.44,22.57,0,10000000,92.3,43.2,Medium,False,True
11,1,Jennifer Grey,High,24.0,10.57,1172527,11.73,1262460,12.62,23.2,0,10000000,92.3,43.7,Medium,False,True
11,1,Rick Fox,Low,22.0,9.69,612829,6.13,659833,6.6,16.29,0,10000000,92.3,38.5,Medium,False,True
11,1,Kurt Warner,Low,19.0,8.37,585032,5.85,629903,6.3,14.67,73788,10000000,92.3,37.3,Medium,False,True
11,1,Margaret Cho,Medium,15.0,6.61,782812,7.83,842854,8.43,15.04,250000,10000000,92.3,37.7,Medium,False,True
11,1,Michael Bolton,High,16.0,7.05,1034864,10.35,1114238,11.14,18.19,205947,10000000,92.3,40.1,Medium,False,True
11,1,Brandy,Low,23.0,10.13,622095,6.22,669809,6.7,16.83,0,10000000,92.3,38.9,Medium,False,True
11,1,The Situation,Medium,15.0,6.61,782812,7.83,842854,8.43,15.04,250000,10000000,92.3,37.7,Medium,False,True
11,1,Audrina Patridge,Medium,19.0,8.37,835760,8.36,899862,9.0,17.37,73788,10000000,92.3,39.4,Medium,False,True
11,1,Bristol Palin,Medium,18.0,7.93,822523,8.23,885610,8.86,16.79,117841,10000000,92.3,39.0,Medium,False,True
11,2,Florence Henderson,Low,19.0,8.6,644603,6.45,696789,6.97,15.57,0,10000000,91.9,38.6,Medium,False,True
11,2,Kyle Massey,High,22.0,9.95,1251636,12.52,1352965,13.53,23.48,0,10000000,91.9,44.5,Medium,False,True
11,2,Jennifer Grey,High,24.0,10.86,1287979,12.88,1392251,13.92,24.78,0,10000000,91.9,45.5,Medium,False,True
11,2,Rick Fox,Low,21.0,9.5,664173,6.64,717943,7.18,16.68,0,10000000,91.9,39.4,Medium,False,True
11,2,Kurt Warner,Low,21.0,9.5,664173,6.64,717943,7.18,16.68,0,10000000,91.9,39.4,Medium,False,True
11,2,Margaret Cho,Medium,18.0,8.14,906884,9.07,980303,9.8,17.95,1234,10000000,91.9,40.4,Medium,False,True
11,2,Michael Bolton,High,12.0,5.43,1069920,10.7,346961,3.47,8.9,0,544220,32.4,61.0,High,True,True
11,2,Brandy,Low,21.0,9.5,664173,6.64,717943,7.18,16.68,0,10000000,91.9,39.4,Medium,False,True
11,2,The Situation,Medium,18.0,8.14,906884,9.07,980303,9.8,17.95,1234,10000000,91.9,40.4,Medium,False,True
11,2,Audrina Patridge,Medium,23.0,10.41,976775,9.77,1055852,10.56,20.97,0,10000000,91.9,42.6,Medium,False,True
11,2,Bristol Palin,Medium,22.0,9.95,962796,9.63,1040742,10.41,20.36,0,10000000,91.9,42.2,Medium,False,True
11,3,Florence Henderson,Low,20.0,9.05,721098,7.21,776612,7.77,16.82,209502,10000000,92.3,39.1,Medium,False,True
11,3,Kyle Massey,High,23.0,10.41,1367689,13.68,1472982,14.73,25.14,73755,10000000,92.3,45.2,Medium,False,True
11,3,Jennifer Grey,High,24.0,10.86,1400031,14.0,1507814,15.08,25.94,28506,10000000,92.3,45.8,Medium,False,True
11,3,Rick Fox,Low,24.0,10.86,746324,7.46,803780,8.04,18.9,28506,10000000,92.3,40.5,Medium,False,True
11,3,Kurt Warner,Low,23.0,10.41,758764,7.59,817178,8.17,18.58,73755,10000000,92.3,40.3,Medium,False,True
11,3,Margaret Cho,Medium,18.0,8.14,1021180,10.21,329939,3.3,11.44,0,345248,32.3,63.4,High,True,True
11,3,Brandy,Low,24.0,10.86,738785,7.39,795661,7.96,18.82,28506,10000000,92.3,40.4,Medium,False,True
11,3,The Situation,Medium,20.0,9.05,1050539,10.51,1131415,11.31,20.36,209502,10000000,92.3,41.7,Medium,False,True
11,3,Audrina Patridge,Medium,26.0,11.76,1149668,11.5,1238176,12.38,24.15,0,10000000,92.3,44.4,Medium,False,True
11,3,Bristol Palin,Medium,19.0,8.6,1045916,10.46,1126437,11.26,19.86,254751,10000000,92.3,41.4,Medium,False,True
11,4,Florence Henderson,Low,17.5,9.78,797791,7.98,864250,8.64,18.42,137802,10000000,91.7,41.7,Medium,False,True
11,4,Kyle Massey,High,20.0,11.17,1519313,15.19,1645878,16.46,27.63,0,10000000,91.7,48.5,Medium,False,True
11,4,Jennifer Grey,High,28.0,15.64,1702343,17.02,1844155,18.44,34.08,0,10000000,91.7,53.3,Medium,False,True
11,4,Rick Fox,Low,19.5,10.89,822758,8.23,891297,8.91,19.81,26070,10000000,91.7,42.6,Medium,False,True
11,4,Kurt Warner,Low,17.0,9.5,801964,8.02,868771,8.69,18.18,165735,10000000,91.7,41.5,Medium,False,True
11,4,Brandy,Low,24.0,13.41,873151,8.73,945888,9.46,22.87,0,10000000,91.7,44.9,Medium,False,True
11,4,The Situation,Medium,14.0,7.82,1098545,10.99,357017,3.57,11.39,0,445065,32.5,64.8,High,True,True
11,4,Audrina Patridge,Medium,23.0,12.85,1278503,12.79,1385007,13.85,26.7,0,10000000,91.7,47.8,Medium,False,True
11,4,Bristol Palin,Medium,16.0,8.94,1105628,11.06,1197732,11.98,20.92,221601,10000000,91.7,43.6,Medium,False,True
11,5,Florence Henderson,Low,21.0,11.54,923942,9.24,296349,2.96,14.5,0,210164,32.1,67.8,High,True,True
11,5,Kyle Massey,High,20.0,10.99,1671519,16.72,1787101,17.87,28.86,429945,10000000,93.1,49.4,Medium,False,True
11,5,Jennifer Grey,High,25.0,13.74,1849333,18.49,1977212,19.77,33.51,155219,10000000,93.1,52.7,Medium,False,True
11,5,Rick Fox,Low,24.0,13.19,951719,9.52,1017529,10.18,23.36,210164,10000000,93.1,45.1,Medium,False,True
11,5,Kurt Warner,Low,24.0,13.19,954129,9.54,1020105,10.2,23.39,210164,10000000,93.1,45.1,Medium,False,True
11,5,Brandy,Low,27.0,14.84,1006282,10.06,1075864,10.76,25.59,45329,10000000,93.1,46.7,Medium,False,True
11,5,Audrina Patridge,Medium,23.0,12.64,1386127,13.86,1481975,14.82,27.46,265109,10000000,93.1,48.2,Medium,False,True
11,5,Bristol Palin,Medium,18.0,9.89,1256945,12.57,1343861,13.44,23.33,539835,10000000,93.1,45.4,Medium,False,True
11,6,Kyle Massey,High,29.999899999999997,14.49,1914458,19.14,2146613,21.47,35.96,525185,10000000,87.9,50.2,Medium,False,True
11,6,Jennifer Grey,High,29.0,14.01,1925813,19.26,2159344,21.59,35.6,573489,10000000,87.9,50.0,Medium,False,True
11,6,Rick Fox,Low,30.0,14.49,1051731,10.52,1179268,11.79,26.29,525180,10000000,87.9,43.0,Medium,False,True
11,6,Kurt Warner,Low,21.9999,10.63,978250,9.78,1096876,10.97,21.6,911660,10000000,87.9,39.8,Medium,False,True
11,6,Brandy,Low,35.9999,17.39,1124324,11.24,1260664,12.61,30.0,235329,10000000,87.9,45.5,Medium,False,True
11,6,Audrina Patridge,Medium,31.9998,15.46,1544988,15.45,519701,5.2,20.66,0,0,33.6,71.4,High,True,True
11,6,Bristol Palin,Medium,27.9998,13.53,1460433,14.6,1637531,16.38,29.9,621808,10000000,87.9,45.8,Medium,False,True
11,7,Kyle Massey,High,33.5,16.07,2254203,22.54,2466270,24.66,40.73,547961,10000000,90.6,56.3,High,False,True
11,7,Jennifer Grey,High,36.5,17.51,2298153,22.98,2514354,25.14,42.65,404076,10000000,90.6,57.6,High,False,True
11,7,Rick Fox,Low,34.5,16.55,1228383,12.28,403183,4.03,20.58,0,404076,32.8,70.6,High,True,True
11,7,Kurt Warner,Low,35.0,16.79,1213669,12.14,1327846,13.28,30.07,476019,10000000,90.6,48.2,Medium,False,True
11,7,Brandy,Low,36.5,17.51,1269924,12.7,1389394,13.89,31.4,404076,10000000,90.6,49.2,Medium,False,True
11,7,Bristol Palin,Medium,32.5,15.59,1735665,17.36,1898950,18.99,34.58,595923,10000000,90.6,51.7,Medium,False,True
11,8,Kyle Massey,High,28.0,21.13,2619001,26.19,2896355,28.96,50.1,298113,10000000,89.4,59.7,High,False,True
11,8,Jennifer Grey,High,28.5,21.51,2648189,26.48,2928634,29.29,50.8,260377,10000000,89.4,59.7,High,False,True
11,8,Kurt Warner,Low,24.0,18.11,1367995,13.68,453860,4.54,22.65,0,562264,33.2,71.7,High,True,True
11,8,Brandy,Low,28.5,21.51,1429881,14.3,1581307,15.81,37.32,260377,10000000,89.4,53.2,Medium,False,True
11,8,Bristol Palin,Medium,23.5,17.74,1934932,19.35,2139843,21.4,39.13,637735,10000000,89.4,54.9,Medium,False,True
11,9,Kyle Massey,High,29.0,25.44,3034398,30.34,3424501,34.25,59.68,706140,10000000,87.1,61.0,High,False,True
11,9,Jennifer Grey,High,30.0,26.32,3062386,30.62,3456087,34.56,60.88,618421,10000000,87.1,60.9,High,False,True
11,9,Brandy,Low,28.5,25.0,1627359,16.27,550971,5.51,30.51,0,574561,33.9,73.7,High,True,True
11,9,Bristol Palin,Medium,26.5,23.25,2275855,22.76,2568439,25.68,48.93,925438,10000000,87.1,57.5,High,False,True
12,2,Ralph Macchio,Low,21.0,9.72,651793,6.52,694341,6.94,16.67,87542,10000000,93.5,38.6,Medium,False,True
12,2,Chelsea Kane,High,18.0,8.33,1156126,11.56,1231595,12.32,20.65,226430,10000000,93.5,41.7,Medium,False,True
12,2,Kirstie Alley,High,20.0,9.26,1192358,11.92,1270192,12.7,21.96,133838,10000000,93.5,42.6,Medium,False,True
12,2,Hines Ward,High,23.0,10.65,1246706,12.47,1328088,13.28,23.93,0,10000000,93.5,44.0,Medium,False,True
12,2,Sugar Ray Leonard,High,17.0,7.87,1138010,11.38,1212297,12.12,19.99,272727,10000000,93.5,41.2,Medium,False,True
12,2,Chris Jericho,Low,23.0,10.65,671303,6.71,715124,7.15,17.8,0,10000000,93.5,39.4,Medium,False,True
12,2,Petra Nemcova,Medium,18.0,8.33,889328,8.89,947381,9.47,17.81,226430,10000000,93.5,39.6,Medium,False,True
12,2,Mike Catherwood,Medium,17.0,7.87,875392,8.75,279760,2.8,10.67,0,272727,32.0,62.4,High,True,True
12,2,Romeo,Low,23.0,10.65,671303,6.71,715124,7.15,17.8,0,10000000,93.5,39.4,Medium,False,True
12,2,Wendy Williams,Medium,17.0,7.87,875392,8.75,932536,9.33,17.2,272727,10000000,93.5,39.1,Medium,False,True
12,2,Kendra Wilkinson,Low,19.0,8.8,632284,6.32,673558,6.74,15.53,180134,10000000,93.5,37.8,Medium,False,True
12,3,Ralph Macchio,Low,21.0,9.81,672880,6.73,719971,7.2,17.01,19626,10000000,93.0,40.4,Medium,False,True
12,3,Chelsea Kane,High,23.0,10.75,1284869,12.85,1374790,13.75,24.5,0,10000000,93.0,46.0,Medium,False,True
12,3,Kirstie Alley,High,21.0,9.81,1249635,12.5,1337090,13.37,23.18,19626,10000000,93.0,45.0,Medium,False,True
12,3,Hines Ward,High,25.0,11.68,1388150,13.88,1485298,14.85,26.54,0,10000000,93.0,47.5,Medium,False,True
12,3,Sugar Ray Leonard,High,20.0,9.35,1270122,12.7,1359010,13.59,22.94,66355,10000000,93.0,44.8,Medium,False,True
12,3,Chris Jericho,Low,21.0,9.81,721439,7.21,771928,7.72,17.53,19626,10000000,93.0,40.8,Medium,False,True
12,3,Petra Nemcova,Medium,25.0,11.68,1046870,10.47,1120134,11.2,22.88,0,10000000,93.0,44.8,Medium,False,True
12,3,Romeo,Low,20.0,9.35,711268,7.11,761045,7.61,16.96,66355,10000000,93.0,40.4,Medium,False,True
12,3,Wendy Williams,Medium,15.0,7.01,934378,9.34,299931,3.0,10.01,0,533644,32.1,62.3,High,True,True
12,3,Kendra Wilkinson,Low,23.0,10.75,720383,7.2,770798,7.71,18.46,0,10000000,93.0,41.4,Medium,False,True
12,4,Ralph Macchio,Low,25.0,12.14,770492,7.7,855089,8.55,20.69,139158,10000000,89.0,40.0,Medium,False,True
12,4,Chelsea Kane,High,26.0,12.62,1498454,14.98,1662979,16.63,29.25,90614,10000000,89.0,46.3,Medium,False,True
12,4,Kirstie Alley,High,22.0,10.68,1385526,13.86,1537652,15.38,26.06,284789,10000000,89.0,44.1,Medium,False,True
12,4,Hines Ward,High,25.0,12.14,1499052,14.99,1663643,16.64,28.77,139158,10000000,89.0,46.0,Medium,False,True
12,4,Sugar Ray Leonard,High,21.0,10.19,1413340,14.13,470555,4.71,14.9,0,187702,33.3,66.5,High,True,True
12,4,Chris Jericho,Low,23.0,11.17,776377,7.76,861620,8.62,19.78,236245,10000000,89.0,39.3,Medium,False,True
12,4,Petra Nemcova,Medium,23.0,11.17,1145594,11.46,1271376,12.71,23.88,236245,10000000,89.0,42.4,Medium,False,True
12,4,Romeo,Low,23.0,11.17,771269,7.71,855952,8.56,19.72,236245,10000000,89.0,39.3,Medium,False,True
12,4,Kendra Wilkinson,Low,18.0,8.74,739892,7.4,821130,8.21,16.95,478964,10000000,89.0,37.4,Medium,False,True
12,5,Ralph Macchio,Low,22.0,11.34,873930,8.74,959447,9.59,20.93,375000,10000000,90.2,41.8,Medium,False,True
12,5,Chelsea Kane,High,26.0,13.4,1739569,17.4,1909793,19.1,32.5,168814,10000000,90.2,50.3,Medium,False,True
12,5,Kirstie Alley,High,23.0,11.86,1627311,16.27,1786550,17.87,29.72,323453,10000000,90.2,48.3,Medium,False,True
12,5,Hines Ward,High,27.0,13.92,1752045,17.52,1923490,19.23,33.15,117268,10000000,90.2,50.8,Medium,False,True
12,5,Chris Jericho,Low,26.0,13.4,932122,9.32,1023334,10.23,23.64,168814,10000000,90.2,43.7,Medium,False,True
12,5,Petra Nemcova,Medium,22.0,11.34,1273316,12.73,419374,4.19,15.53,0,375000,32.9,67.2,High,True,True
12,5,Romeo,Low,26.0,13.4,932122,9.32,1023334,10.23,23.64,168814,10000000,90.2,43.7,Medium,False,True
12,5,Kendra Wilkinson,Low,22.0,11.34,869582,8.7,954674,9.55,20.89,375000,10000000,90.2,41.8,Medium,False,True
12,6,Ralph Macchio,Low,24.0,13.33,996378,9.96,1072016,10.72,24.05,317460,10000000,92.4,46.4,Medium,False,True
12,6,Chelsea Kane,High,28.0,15.56,1993249,19.93,2144562,21.45,37.0,95238,10000000,92.4,55.9,High,False,True
12,6,Kirstie Alley,High,26.0,14.44,1909753,19.1,2054727,20.55,34.99,206349,10000000,92.4,54.5,Medium,False,True
12,6,Hines Ward,High,27.0,15.0,1978326,19.78,2128507,21.29,36.29,150793,10000000,92.4,55.4,High,False,True
12,6,Chris Jericho,Low,22.0,12.22,1007953,10.08,325340,3.25,15.48,0,539682,32.3,67.8,High,True,True
12,6,Romeo,Low,28.0,15.56,1081706,10.82,1163821,11.64,27.19,95238,10000000,92.4,48.6,Medium,False,True
12,6,Kendra Wilkinson,Low,25.0,13.89,1032633,10.33,1111023,11.11,25.0,261904,10000000,92.4,47.1,Medium,False,True
12,7,Ralph Macchio,Low,33.0,17.51,1162808,11.63,1265762,12.66,30.16,367374,10000000,91.1,48.9,Medium,False,True
12,7,Chelsea Kane,High,32.0,16.98,2189102,21.89,2382922,23.83,40.81,420424,10000000,91.1,56.9,High,False,True
12,7,Kirstie Alley,High,30.0,15.92,2119545,21.2,2307206,23.07,38.99,526525,10000000,91.1,55.6,High,False,True
12,7,Hines Ward,High,33.0,17.51,2202692,22.03,2397715,23.98,41.48,367374,10000000,91.1,57.4,High,False,True
12,7,Romeo,Low,30.0,15.92,1163893,11.64,1266942,12.67,28.58,526525,10000000,91.1,47.8,Medium,False,True
12,7,Kendra Wilkinson,Low,30.5,16.18,1161957,11.62,379450,3.79,19.97,0,473474,32.7,70.2,High,True,True
12,8,Ralph Macchio,Low,23.0,17.69,1266495,12.66,1395349,13.95,31.65,830769,10000000,89.8,48.2,Medium,False,True
12,8,Chelsea Kane,High,27.5,21.15,2492376,24.92,2745951,27.46,48.61,484615,10000000,89.8,60.0,High,False,True
12,8,Kirstie Alley,High,26.5,20.38,2436804,24.37,2684725,26.85,47.23,561538,10000000,89.8,59.7,High,False,True
12,8,Hines Ward,High,27.0,20.77,2485107,24.85,2737942,27.38,48.15,523076,10000000,89.8,60.0,High,False,True
12,8,Romeo,Low,26.0,20.0,1319216,13.19,436030,4.36,24.36,0,369230,33.1,72.8,High,True,True
12,9,Ralph Macchio,Low,24.0,20.43,1408681,14.09,468835,4.69,25.11,0,1005319,33.3,71.0,High,True,True
12,9,Chelsea Kane,High,36.5,31.06,3025311,30.25,3356264,33.56,64.63,0,10000000,89.1,61.0,High,False,True
12,9,Kirstie Alley,High,27.0,22.98,2731393,27.31,3030194,30.3,53.28,494680,10000000,89.1,61.4,High,False,True
12,9,Hines Ward,High,30.0,25.53,2834613,28.35,3144705,31.45,56.98,239361,10000000,89.1,61.2,High,False,True
13,1,Elisabetta Canalis,High,15.0,6.91,978261,9.78,1048827,10.49,17.4,203917,10000000,92.8,39.9,Medium,False,True
13,1,David Arquette,Low,18.0,8.29,554386,5.54,594376,5.94,14.24,65668,10000000,92.8,37.4,Medium,False,True
13,1,Ricki Lake,High,20.0,9.22,1063782,10.64,1140517,11.41,20.62,0,10000000,92.8,42.1,Medium,False,True
13,1,J.R. Martinez,High,22.0,10.14,1097990,10.98,1177193,11.77,21.91,0,10000000,92.8,43.1,Medium,False,True
13,1,Metta World Peace (Ron),High,14.0,6.45,961157,9.61,309146,3.09,9.54,0,296082,32.2,62.3,High,True,True
13,1,Hope Solo,Low,21.0,9.68,582015,5.82,623999,6.24,15.92,0,10000000,92.8,38.6,Medium,False,True
13,1,Chynna Phillips,High,22.0,10.14,1097990,10.98,1177193,11.77,21.91,0,10000000,92.8,43.1,Medium,False,True
13,1,Kristin Cavallari,Medium,19.0,8.76,805137,8.05,863215,8.63,17.39,19585,10000000,92.8,39.7,Medium,False,True
13,1,Carson Kressley,Medium,17.0,7.83,778823,7.79,835002,8.35,16.18,111751,10000000,92.8,38.9,Medium,False,True
13,1,Chaz Bono,Medium,17.0,7.83,778823,7.79,835002,8.35,16.18,111751,10000000,92.8,38.9,Medium,False,True
13,1,Nancy Grace,Low,16.0,7.37,535966,5.36,574627,5.75,13.12,157834,10000000,92.8,36.6,Medium,False,True
13,1,Rob Kardashian,Medium,16.0,7.37,765666,7.66,820896,8.21,15.58,157834,10000000,92.8,38.5,Medium,False,True
13,2,Elisabetta Canalis,High,21.0,9.42,1158850,11.59,378346,3.78,13.2,0,93355,32.6,63.6,High,True,True
13,2,David Arquette,Low,18.0,8.07,596589,5.97,649256,6.49,14.56,407256,10000000,91.2,34.7,Low,False,True
13,2,Ricki Lake,High,23.0,10.31,1192783,11.93,1298083,12.98,23.29,183041,10000000,91.2,41.1,Medium,False,True
13,2,J.R. Martinez,High,22.0,9.87,1175816,11.76,1279618,12.8,22.66,227884,10000000,91.2,40.6,Medium,False,True
13,2,Hope Solo,Low,19.0,8.52,605725,6.06,659198,6.59,15.11,362413,10000000,91.2,35.1,Medium,False,True
13,2,Chynna Phillips,High,21.0,9.42,1158850,11.59,1261154,12.61,22.03,272727,10000000,91.2,40.2,Medium,False,True
13,2,Kristin Cavallari,Medium,22.0,9.87,904474,9.04,984322,9.84,19.71,227884,10000000,91.2,38.4,Medium,False,True
13,2,Carson Kressley,Medium,18.0,8.07,852270,8.52,927509,9.28,17.35,407256,10000000,91.2,36.8,Medium,False,True
13,2,Chaz Bono,Medium,17.0,7.62,839219,8.39,913306,9.13,16.76,452099,10000000,91.2,36.4,Medium,False,True
13,2,Nancy Grace,Low,21.0,9.42,623996,6.24,679083,6.79,16.21,272727,10000000,91.2,35.8,Medium,False,True
13,2,Rob Kardashian,Medium,21.0,9.42,891423,8.91,970119,9.7,19.12,272727,10000000,91.2,38.0,Medium,False,True
13,3,David Arquette,Low,24.0,10.13,690560,6.91,743439,7.43,17.56,300000,10000000,92.3,38.2,Medium,False,True
13,3,Ricki Lake,High,27.0,11.39,1370915,13.71,1475892,14.76,26.15,173417,10000000,92.3,44.6,Medium,False,True
13,3,J.R. Martinez,High,26.0,10.97,1314813,13.15,1415494,14.15,25.13,215611,10000000,92.3,43.9,Medium,False,True
13,3,Hope Solo,Low,24.0,10.13,676749,6.77,728570,7.29,17.41,300000,10000000,92.3,38.1,Medium,False,True
13,3,Chynna Phillips,High,26.0,10.97,1301665,13.02,1401339,14.01,24.98,215611,10000000,92.3,43.7,Medium,False,True
13,3,Kristin Cavallari,Medium,24.0,10.13,1016110,10.16,328175,3.28,13.41,0,46835,32.3,65.2,High,True,True
13,3,Carson Kressley,Medium,23.0,9.7,983815,9.84,1059149,10.59,20.3,342194,10000000,92.3,40.3,Medium,False,True
13,3,Chaz Bono,Medium,18.0,7.59,911872,9.12,981698,9.82,17.41,553164,10000000,92.3,38.3,Medium,False,True
13,3,Nancy Grace,Low,21.0,8.86,697657,6.98,751080,7.51,16.37,426582,10000000,92.3,37.4,Medium,False,True
13,3,Rob Kardashian,Medium,24.0,10.13,1035840,10.36,1115159,11.15,21.28,300000,10000000,92.3,41.0,Medium,False,True
