season,week,celebrity_name,judge_score,fan_votes,log_fan_votes,age,industry_raw,partner,placement,industry_cat,judge_score_avg,I__Actor,I__Athlete,I__Other,I__Singer
4,6,Heather Mills,23.0,460486.0,13.040039904094437,39.0,Model,Jonathan Roberts,6,Other,22.166666666666668,False,False,True,False
4,1,Billy Ray Cyrus,13.0,1.0,0.6931471805599453,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,2,Billy Ray Cyrus,21.0,646175.0,13.37882719147855,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,3,Billy Ray Cyrus,21.0,751126.0,13.529330024305342,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,4,Billy Ray Cyrus,21.0,835767.0,13.636106341591546,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,5,Billy Ray Cyrus,17.0,884598.0,13.692889713961282,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,6,Billy Ray Cyrus,21.0,1051633.0,13.865855703000257,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,7,Billy Ray Cyrus,19.0,1165280.0,13.968472817614218,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,8,Billy Ray Cyrus,19.0,397250.0,12.892323601702277,45.0,Singer/Rapper,Karina Smirnoff,8,Singer,19.0,False,False,False,True
4,1,Joey Fatone,24.0,1.0,0.6931471805599453,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,2,Joey Fatone,24.0,1249377.0,14.038156385434519,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,3,Joey Fatone,24.0,1345537.0,14.112304491039403,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,4,Joey Fatone,28.0,1620360.0,14.298159521889705,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,5,Joey Fatone,25.0,1799864.0,14.403222220053753,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,6,Joey Fatone,27.0,2079063.0,14.547428350397116,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,7,Joey Fatone,29.5,2411626.0,14.695812181421262,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,8,Joey Fatone,27.5,2724818.0,14.817912561855094,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,9,Joey Fatone,30.0,3158994.0,14.96576449700361,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,10,Joey Fatone,28.6665,1.0,0.6931471805599453,30.0,Singer/Rapper,Kym Johnson,2,Singer,26.76665,False,False,False,True
4,1,Leeza Gibbons,15.0,1.0,0.6931471805599453,50.0,TV Personality,Tony Dovolani,4,Other,19.0,False,False,True,False
4,2,Leeza Gibbons,21.0,923107.0,13.735501516390695,50.0,TV Personality,Tony Dovolani,4,Other,19.0,False,False,True,False
4,3,Leeza Gibbons,24.0,1097130.0,13.908209148718475,50.0,TV Personality,Tony Dovolani,4,Other,19.0,False,False,True,False
4,4,Leeza Gibbons,16.0,334801.0,12.721294591295266,50.0,TV Personality,Tony Dovolani,4,Other,19.0,False,False,True,False
5,1,Cameron Mathison,21.0,582374.0,13.274869849119098,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,2,Cameron Mathison,21.0,635513.0,13.36218939926671,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,3,Cameron Mathison,23.0,709208.0,13.471905543456998,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,4,Cameron Mathison,27.0,840390.0,13.641622538709537,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,5,Cameron Mathison,26.0,978479.0,13.793755626161245,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,6,Cameron Mathison,25.0,1148616.0,13.954069167929655,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,7,Cameron Mathison,25.5,1333279.0,14.103152629616034,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,8,Cameron Mathison,25.5,461451.0,13.042133318848379,38.0,Actor/Actress,Edyta Sliwinska,8,Actor,24.25,True,False,False,False
5,1,Jane Seymour,24.0,606991.0,13.31627089038312,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,2,Jane Seymour,21.0,635513.0,13.36218939926671,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,3,Jane Seymour,27.0,722867.0,13.490981911858386,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,4,Jane Seymour,26.0,836270.0,13.636708002216896,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,5,Jane Seymour,26.0,959479.0,13.774146750022966,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,6,Jane Seymour,22.0,1095040.0,13.906302363454143,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,7,Jane Seymour,25.0,389814.0,12.87342754658766,56.0,Actor/Actress,Tony Dovolani,7,Actor,24.428571428571427,True,False,False,False
5,1,Sabrina Bryan,26.0,1157747.0,13.961987296852843,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,2,Sabrina Bryan,26.0,1262791.0,14.04883570051762,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,3,Sabrina Bryan,27.0,1383987.0,14.140479744601931,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,4,Sabrina Bryan,30.0,1603515.0,14.287709276238312,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,5,Sabrina Bryan,28.0,1842357.0,14.426556830876189,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,6,Sabrina Bryan,25.0,632414.0,13.357301103201245,23.0,Actor/Actress,Mark Ballas,6,Actor,27.0,True,False,False,False
5,1,Jennie Garth,21.0,582374.0,13.274869849119098,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,2,Jennie Garth,21.0,635513.0,13.36218939926671,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,3,Jennie Garth,26.0,736220.0,13.509285624377608,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,4,Jennie Garth,27.0,856977.0,13.661167526305254,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,5,Jennie Garth,25.0,966836.0,13.781785197662533,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,6,Jennie Garth,27.0,1171032.0,13.97339682322462,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,7,Jennie Garth,26.5,1357626.0,14.121248880742103,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,8,Jennie Garth,25.0,1533632.0,14.243149988478933,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,9,Jennie Garth,29.0,550106.0,13.217868083741687,35.0,Actor/Actress,Derek Hough,9,Actor,25.27777777777778,True,False,False,False
5,1,Floyd Mayweather Jr.,18.0,1035834.0,13.850718422708058,30.0,Athlete,Karina Smirnoff,4,Athlete,20.75,False,True,False,False
5,2,Floyd Mayweather Jr.,21.0,1180239.0,13.981228365591448,30.0,Athlete,Karina Smirnoff,4,Athlete,20.75,False,True,False,False
5,3,Floyd Mayweather Jr.,21.0,1322168.0,14.094784127834561,30.0,Athlete,Karina Smirnoff,4,Athlete,20.75,False,True,False,False
5,4,Floyd Mayweather Jr.,23.0,449793.0,13.016544979156489,30.0,Athlete,Karina Smirnoff,4,Athlete,20.75,False,True,False,False
5,1,Josie Maran,16.0,232005.0,12.354518512382995,29.0,Model,Alec Mazo,1,Other,16.0,False,False,True,False
5,1,Albert Reed,21.0,831963.0,13.631544449636436,22.0,Model,Anna Trebunskaya,2,Other,21.0,False,False,True,False
5,2,Albert Reed,21.0,272363.0,12.51489468593347,22.0,Model,Anna Trebunskaya,2,Other,21.0,False,False,True,False
5,1,Helio Castroneves,25.0,878852.0,13.68637292718702,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,2,Helio Castroneves,27.0,984078.0,13.799461457364604,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,3,Helio Castroneves,24.0,1046538.0,13.860999087254536,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,4,Helio Castroneves,27.0,1176862.0,13.978362981846615,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,5,Helio Castroneves,23.0,1321756.0,14.094472470092752,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,6,Helio Castroneves,28.0,1652160.0,14.317594685941494,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,7,Helio Castroneves,26.0,1909436.0,14.462318992173342,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,8,Helio Castroneves,28.5,2250832.0,14.626810927887488,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,9,Helio Castroneves,30.0,2643217.0,14.78750767221297,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,10,Helio Castroneves,27.999900000000004,1.0,0.6931471805599453,32.0,Racing Driver,Julianne Hough,1,Other,26.649990000000003,False,False,True,False
5,1,Mel B,24.0,1127269.0,13.93530933841913,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,2,Mel B,23.0,1213260.0,14.008822333783131,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,3,Mel B,27.0,1370148.0,14.130430051014551,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,4,Mel B,26.0,1553073.0,14.255746750705852,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,5,Mel B,29.0,1845497.0,14.428259717734454,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,6,Mel B,30.0,2258623.0,14.630266336266788,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,7,Mel B,27.0,2535768.0,14.746007502062383,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,8,Mel B,28.0,2926381.0,14.889277405697689,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,9,Mel B,30.0,3440440.0,15.05111021880738,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,10,Mel B,28.333199999999998,1.0,0.6931471805599453,32.0,Singer/Rapper,Maksim Chmerkoskiy,2,Singer,27.23332,False,False,False,True
5,1,Wayne Newton,19.0,1051073.0,13.86532305651464,65.0,Singer/Rapper,Cheryl Burke,3,Singer,17.333333333333332,False,False,False,True
5,2,Wayne Newton,15.0,1081177.0,13.893561745415665,65.0,Singer/Rapper,Cheryl Burke,3,Singer,17.333333333333332,False,False,False,True
5,3,Wayne Newton,18.0,355246.0,12.780568601166477,65.0,Singer/Rapper,Cheryl Burke,3,Singer,17.333333333333332,False,False,False,True
5,1,Marie Osmond,21.0,1081551.0,13.893907604587849,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,2,Marie Osmond,24.0,1229770.0,14.022338531153375,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,3,Marie Osmond,26.0,1408284.0,14.157883209989746,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,4,Marie Osmond,26.0,1573374.0,14.268733551593806,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,5,Marie Osmond,21.0,1700767.0,14.346590471717375,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,6,Marie Osmond,23.0,2042111.0,14.529495124390692,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,7,Marie Osmond,26.0,2474074.0,14.721377146753973,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,8,Marie Osmond,24.5,2827702.0,14.854975279267078,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,9,Marie Osmond,28.0,3366234.0,15.029305467100988,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,10,Marie Osmond,23.0,1.0,0.6931471805599453,47.0,Singer/Rapper,Jonathan Roberts,3,Singer,24.25,False,False,False,True
5,1,Mark Cuban,21.0,831963.0,13.631544449636436,49.0,TV Personality,Kym Johnson,5,Other,20.4,False,False,True,False
5,2,Mark Cuban,18.0,869776.0,13.675992135935628,49.0,TV Personality,Kym Johnson,5,Other,20.4,False,False,True,False
5,3,Mark Cuban,20.0,945329.0,13.75928935186674,49.0,TV Personality,Kym Johnson,5,Other,20.4,False,False,True,False
5,4,Mark Cuban,22.0,1109741.0,13.919638113839481,49.0,TV Personality,Kym Johnson,5,Other,20.4,False,False,True,False
5,5,Mark Cuban,21.0,384826.0,12.860549161632314,49.0,TV Personality,Kym Johnson,5,Other,20.4,False,False,True,False
6,1,Cristian de la Fuente,21.0,1.0,0.6931471805599453,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,2,Cristian de la Fuente,20.0,1145291.0,13.951170184291998,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,3,Cristian de la Fuente,25.0,1475935.0,14.20480292276886,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,4,Cristian de la Fuente,26.0,1718738.0,14.357101440376539,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,5,Cristian de la Fuente,23.0,1838762.0,14.424603620893187,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,6,Cristian de la Fuente,27.0,2097260.0,14.556142765658429,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,7,Cristian de la Fuente,23.0,2295890.0,14.646631561427078,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,8,Cristian de la Fuente,28.5,2739883.0,14.823426141701646,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,9,Cristian de la Fuente,28.0,3192821.0,14.976415723196554,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,10,Cristian de la Fuente,26.0,1.0,0.6931471805599453,34.0,Actor/Actress,Cheryl Burke,3,Actor,24.75,True,False,False,False
6,1,Steve Guttenberg,18.0,1.0,0.6931471805599453,49.0,Actor/Actress,Anna Trebunskaya,3,Actor,18.333333333333332,True,False,False,False
6,2,Steve Guttenberg,16.0,1079820.0,13.892305844623147,49.0,Actor/Actress,Anna Trebunskaya,3,Actor,18.333333333333332,True,False,False,False
6,3,Steve Guttenberg,21.0,415888.0,12.938173676715687,49.0,Actor/Actress,Anna Trebunskaya,3,Actor,18.333333333333332,True,False,False,False
6,1,Priscilla Presley,24.0,1.0,0.6931471805599453,62.0,Actor/Actress,Louis van Amstel,5,Actor,22.8,True,False,False,False
6,2,Priscilla Presley,21.0,625509.0,13.346322595971541,62.0,Actor/Actress,Louis van Amstel,5,Actor,22.8,True,False,False,False
6,3,Priscilla Presley,26.0,788637.0,13.578062685924628,62.0,Actor/Actress,Louis van Amstel,5,Actor,22.8,True,False,False,False
6,4,Priscilla Presley,22.0,870129.0,13.676397904755277,62.0,Actor/Actress,Louis van Amstel,5,Actor,22.8,True,False,False,False
6,5,Priscilla Presley,21.0,279731.0,12.541587280940522,62.0,Actor/Actress,Louis van Amstel,5,Actor,22.8,True,False,False,False
6,1,Marlee Matlin,22.0,1.0,0.6931471805599453,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,2,Marlee Matlin,24.0,651949.0,13.387723150851619,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,3,Marlee Matlin,21.0,776934.0,13.563111970766847,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,4,Marlee Matlin,24.0,874191.0,13.681055310145503,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,5,Marlee Matlin,22.0,963443.0,13.778269643715165,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,6,Marlee Matlin,21.0,312920.0,12.653706041498884,42.0,Actor/Actress,Fabian Sanchez,6,Actor,22.333333333333332,True,False,False,False
6,1,Shannon Elizabeth,21.0,1.0,0.6931471805599453,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,2,Shannon Elizabeth,24.0,651949.0,13.387723150851619,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,3,Shannon Elizabeth,24.0,816271.0,13.612502911736364,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,4,Shannon Elizabeth,28.0,941270.0,13.754986368604332,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,5,Shannon Elizabeth,23.0,999762.0,13.815273529875336,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,6,Shannon Elizabeth,24.0,1090352.0,13.902012054987203,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,7,Shannon Elizabeth,25.5,378288.0,12.843413732746605,34.0,Actor/Actress,Derek Hough,7,Actor,24.214285714285715,True,False,False,False
6,1,Marissa Jaret Winokur,18.0,1.0,0.6931471805599453,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,2,Marissa Jaret Winokur,21.0,625509.0,13.346322595971541,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,3,Marissa Jaret Winokur,19.0,763404.0,13.545543968918137,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,4,Marissa Jaret Winokur,24.0,885925.0,13.694388704654413,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,5,Marissa Jaret Winokur,24.0,1007343.0,13.822827722104547,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,6,Marissa Jaret Winokur,26.0,1134032.0,13.941290863375523,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,7,Marissa Jaret Winokur,26.0,1289259.0,14.06957896833067,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,8,Marissa Jaret Winokur,25.0,1442631.0,14.181979780976768,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,9,Marissa Jaret Winokur,26.0,503952.0,13.13023828873683,35.0,Actor/Actress,Tony Dovolani,9,Actor,23.22222222222222,True,False,False,False
6,1,Jason Taylor,22.0,1.0,0.6931471805599453,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,2,Jason Taylor,27.0,1259866.0,14.046516717800726,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,3,Jason Taylor,23.0,1525351.0,14.237735761061018,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,4,Jason Taylor,29.0,1745206.0,14.372383731225153,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,5,Jason Taylor,27.0,1949344.0,14.483003976677852,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,6,Jason Taylor,24.0,2049047.0,14.532885853008144,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,7,Jason Taylor,27.5,2388604.0,14.686220071490668,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,8,Jason Taylor,26.0,2690939.0,14.805401132916435,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,9,Jason Taylor,27.5,3148226.0,14.962349995195412,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,10,Jason Taylor,28.5,1.0,0.6931471805599453,33.0,Athlete,Edyta Sliwinska,2,Athlete,26.15,False,True,False,False
6,1,Kristi Yamaguchi,27.0,1.0,0.6931471805599453,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,2,Kristi Yamaguchi,27.0,1259866.0,14.046516717800726,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,3,Kristi Yamaguchi,27.0,1528973.0,14.240107480188465,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,4,Kristi Yamaguchi,29.0,1733648.0,14.365738993687168,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,5,Kristi Yamaguchi,29.0,1947460.0,14.482037030852583,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,6,Kristi Yamaguchi,30.0,2169579.0,14.590044158396639,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,7,Kristi Yamaguchi,27.0,2382832.0,14.68380067389375,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,8,Kristi Yamaguchi,27.5,2694312.0,14.806653813316439,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,9,Kristi Yamaguchi,28.5,3154999.0,14.96449905395745,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,10,Kristi Yamaguchi,30.0,1.0,0.6931471805599453,36.0,Athlete,Mark Ballas,1,Athlete,28.2,False,True,False,False
6,1,Monica Seles,15.0,1.0,0.6931471805599453,34.0,Athlete,Jonathan Roberts,2,Athlete,15.0,False,True,False,False
6,2,Monica Seles,15.0,319035.0,12.673059228064176,34.0,Athlete,Jonathan Roberts,2,Athlete,15.0,False,True,False,False
6,1,Penn Jillette,16.0,1.0,0.6931471805599453,53.0,Magician,Kym Johnson,2,Other,16.5,False,False,True,False
6,2,Penn Jillette,17.0,843221.0,13.644985547510462,53.0,Magician,Kym Johnson,2,Other,16.5,False,False,True,False
6,1,Adam Carolla,15.0,1.0,0.6931471805599453,43.0,Radio Personality,Julianne Hough,4,Other,18.5,False,False,True,False
6,2,Adam Carolla,19.0,868403.0,13.674412323147937,43.0,Radio Personality,Julianne Hough,4,Other,18.5,False,False,True,False
6,3,Adam Carolla,21.0,1131669.0,13.939204975810586,43.0,Radio Personality,Julianne Hough,4,Other,18.5,False,False,True,False
6,4,Adam Carolla,19.0,368433.0,12.817016870092795,43.0,Radio Personality,Julianne Hough,4,Other,18.5,False,False,True,False
6,1,Mario,24.0,1.0,0.6931471805599453,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,2,Mario,26.0,669576.0,13.414401448702472,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,3,Mario,21.0,776934.0,13.563111970766847,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,4,Mario,24.0,862457.0,13.667541731049806,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,5,Mario,27.0,1014151.0,13.829563353279847,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,6,Mario,28.0,1146807.0,13.952492988900051,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,7,Mario,25.5,1265124.0,14.050681489491202,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
6,8,Mario,26.5,432232.0,12.976720073680168,21.0,Singer/Rapper,Karina Smirnoff,8,Singer,25.25,False,False,False,True
7,1,Ted McGinley,18.5,324908.0,12.691300422104556,50.0,Actor/Actress,Inna Brayer,1,Actor,18.5,True,False,False,False
7,1,Cloris Leachman,16.0,560291.0,13.236213355386122,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,2,Cloris Leachman,15.0,661477.0,13.402232004236552,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,3,Cloris Leachman,16.0,1.0,0.6931471805599453,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,4,Cloris Leachman,22.0,852490.0,13.655917930899331,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,5,Cloris Leachman,21.0,1003867.0,13.819371096486748,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,6,Cloris Leachman,15.0,314305.0,12.658122312644808,82.0,Actor/Actress,Corky Ballas,6,Actor,17.5,True,False,False,False
7,1,Susan Lucci,18.5,583168.0,13.276232303256949,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,2,Susan Lucci,21.0,725616.0,13.49477760639505,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,3,Susan Lucci,21.0,1.0,0.6931471805599453,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,4,Susan Lucci,24.0,889924.0,13.698892468494513,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,5,Susan Lucci,22.0,1014290.0,13.829700404210257,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,6,Susan Lucci,23.0,1163455.0,13.966905444077733,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,7,Susan Lucci,24.0,402188.0,12.904677406369357,61.0,Actor/Actress,Tony Dovolani,7,Actor,21.928571428571427,True,False,False,False
7,1,Cody Linley,20.5,601469.0,13.307131937841335,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,2,Cody Linley,21.0,725616.0,13.49477760639505,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,3,Cody Linley,21.0,1.0,0.6931471805599453,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,4,Cody Linley,23.0,866792.0,13.672555472931068,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,5,Cody Linley,28.0,1075513.0,13.8883092448065,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,6,Cody Linley,23.0,1181813.0,13.982561104159641,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,7,Cody Linley,22.0,1299006.0,14.077110684398802,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
7,8,Cody Linley,24.0,1512447.0,14.229240088130833,18.0,Actor/Actress,Julianne Hough,9,Actor,22.833333333333332,True,False,False,False
